"Hogan, Chris",12747,CAR,9028,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holton, Johnny",15751,PIT,9008,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hooper, Austin",15593,ATL,9024,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hopkins, DeAndre",13285,HOU,9031,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,13,8,111,2,0,0,0,0,0,0,0,0,0,0,0,0
"Hopkins, Dustin",13286,WAS,9018,PK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,0,0,2,0,0
"Howard, Jordan",15595,PHI,9016,RB,1,0,0,0,0,0,0,0,0,6,44,0,0,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"Howard, O.J.",15912,TB,9023,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,32,0,0,0,0,0,0,0,0,0,0,0,0,1
"Humphries, Adam",15336,TEN,9007,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hurns, Allen",14302,MIA,9002,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hurst, Hayden",16374,BAL,9030,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyde, Carlos",14303,HOU,9031,RB,1,0,0,0,0,0,0,0,0,10,83,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ingram II, Mark",11882,BAL,9030,RB,1,0,0,0,0,0,0,0,0,14,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inman, Dontrelle",14026,LAC,9012,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izzo, Ryan",16568,NE,9003,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson, DeSean",2930,PHI,9016,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,154,2,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson, Justin",16569,LAC,9012,RB,1,0,0,0,0,0,0,0,0,6,57,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson, Lamar",16381,BAL,9030,QB,1,17,20,324,0,5,0,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacobs, Josh",16885,OAK,9011,RB,1,0,0,0,0,0,0,0,0,23,85,2,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"James, Jesse",14999,DET,9020,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
