Arizona,ARI,9017,1,21,23,363,66,24,33,257,1,2,7,1,31,106,1,3,8,0,0,0,2,2,0,0,0,0,0,6,58,3,3,0,1,21,6,14,1,6,12,0,0,26:01,0,344,59,24,37,252,2,3,19,19,92,1,1,2
Atlanta,ATL,9024,1,24,31,371,60,23,32,281,4,0,0,3,28,90,0,2,7,1,9,0,0,0,0,0,0,1,1,7,74,2,2,3,3,19,2,16,1,3,13,1,2,32:23,0,374,64,27,39,322,2,3,12,22,52,0,3,11
Baltimore,BAL,9030,1,13,7,160,48,15,22,95,0,2,16,2,24,65,1,5,18,0,0,0,0,0,0,0,0,0,0,6,35,1,1,2,2,18,4,11,3,6,15,0,1,32:53,0,308,65,22,33,225,1,4,33,28,83,0,2,3
Buffalo,BUF,9000,1,7,13,308,65,22,33,225,1,4,33,3,28,83,0,2,3,0,0,0,0,1,0,0,0,0,0,8,89,1,1,0,1,11,5,5,1,3,13,2,2,27:07,0,160,48,15,22,95,0,2,16,24,65,1,5,18
Carolina,CAR,9028,1,20,21,307,57,18,26,159,1,2,19,6,29,148,2,1,1,2,5,0,1,1,0,0,0,0,0,8,85,2,2,2,3,21,8,12,1,9,15,0,0,32:19,0,333,68,18,33,176,1,3,18,32,157,1,0,0
Chicago,CHI,9019,1,14,23,344,72,22,35,215,2,2,16,4,35,129,0,1,4,1,3,0,1,0,0,0,0,0,0,4,30,2,2,0,0,14,3,10,1,4,13,0,2,23:41,0,258,54,16,29,185,1,5,31,20,73,1,4,4
Cincinnati,CIN,9005,1,23,22,340,66,19,35,188,2,1,1,7,30,152,0,3,4,1,0,0,0,0,0,0,0,0,0,5,44,2,2,3,4,18,5,11,2,3,11,0,0,25:07,0,381,56,23,30,324,1,7,42,19,57,1,3,11
Cleveland,CLE,9006,1,10,29,403,73,22,37,270,2,2,8,4,34,133,1,1,3,0,0,0,0,0,0,0,0,0,0,4,15,1,1,1,1,14,6,7,1,2,10,0,2,20:40,0,288,50,12,26,168,0,3,22,21,120,1,3,11
Dallas,DAL,9014,1,19,20,316,54,19,28,203,3,2,4,2,24,113,0,3,6,1,0,0,1,0,0,0,0,0,0,6,50,1,1,4,4,24,10,13,1,10,17,0,0,36:43,0,328,75,25,45,227,0,0,0,30,101,1,2,3
Denver,DEN,9009,1,21,20,333,68,18,33,176,1,3,18,6,32,157,1,0,0,1,0,0,0,0,0,0,0,0,0,4,22,3,3,0,0,21,9,11,1,5,10,1,1,27:41,0,307,57,18,26,159,1,2,19,29,148,2,1,1
Detroit,DET,9020,1,39,35,450,68,31,47,368,4,2,17,6,19,82,0,1,2,0,0,0,0,0,0,0,1,0,0,8,70,4,5,1,1,28,7,20,1,5,9,0,0,30:36,0,448,64,31,39,332,3,1,8,24,116,2,3,6
Green Bay,GB,9021,1,27,23,348,68,24,39,300,1,3,20,7,26,48,1,6,16,1,9,0,1,0,0,0,0,0,0,5,24,3,3,2,2,18,6,10,2,7,14,1,1,28:37,0,294,60,20,34,199,2,1,0,25,95,1,3,5
Houston,HOU,9031,1,23,14,258,54,16,29,185,1,5,31,4,20,73,1,4,4,1,12,0,1,0,0,0,0,0,0,6,69,2,2,3,3,17,5,12,0,12,20,0,0,36:19,0,344,72,22,35,215,2,2,16,35,129,0,1,4
Indianapolis,IND,9001,1,35,39,448,64,31,39,332,3,1,8,3,24,116,2,3,6,0,0,0,0,0,0,0,0,1,1,5,45,4,4,2,2,25,6,17,2,9,16,0,0,29:24,0,450,68,31,47,368,4,2,17,19,82,0,1,2
Jacksonville,JAC,9029,1,23,27,294,60,20,34,199,2,1,0,1,25,95,1,3,5,0,0,0,0,0,0,0,0,0,0,9,79,2,2,3,3,20,4,14,2,4,15,3,4,31:23,0,348,68,24,39,300,1,3,20,26,48,1,6,16
Kansas City,KC,9010,1,33,27,388,69,25,36,233,1,1,10,3,32,155,2,1,2,0,0,0,0,0,0,0,0,0,0,6,46,3,3,2,2,26,6,19,1,5,14,2,2,31:06,0,413,70,34,48,330,2,3,33,19,83,2,3,10
Los Angeles,LA,9025,1,0,28,320,77,22,35,170,1,0,0,4,42,150,3,5,7,0,0,0,2,1,0,0,0,0,0,10,102,0,0,0,0,10,4,6,0,3,15,1,2,27:50,0,185,60,17,35,120,0,2,10,23,65,0,1,3
Miami,MIA,9002,1,10,12,352,78,27,43,240,1,3,18,5,32,112,0,3,7,1,9,0,0,1,0,0,0,0,0,4,40,1,1,1,2,11,3,7,1,3,14,0,1,25:28,0,214,54,16,29,150,0,5,36,20,64,1,1,2
Minnesota,MIN,9022,1,25,16,316,65,25,41,252,2,2,19,2,22,64,0,4,8,1,77,1,1,2,0,1,0,0,0,3,39,1,2,4,6,15,3,12,0,6,14,0,0,29:35,2,301,61,18,33,236,0,0,0,28,65,0,7,14
New England,NE,9003,1,23,21,344,59,24,37,252,2,3,19,6,19,92,1,1,2,0,0,0,0,0,0,0,0,0,0,8,69,2,2,3,3,19,7,11,1,10,16,0,0,33:59,0,363,66,24,33,257,1,2,7,31,106,1,3,8
New Orleans,NO,9026,1,34,35,486,64,24,38,319,1,0,0,4,26,167,3,3,11,0,0,0,0,0,0,0,0,0,0,7,53,4,4,2,4,27,7,16,4,4,11,1,1,29:35,0,507,65,28,42,419,4,1,4,22,88,0,1,1
New York Giants,NYG,9015,1,20,19,328,75,25,45,227,0,0,0,3,30,101,1,2,3,0,0,0,0,0,0,0,0,0,0,4,40,2,3,0,0,18,6,11,1,5,10,0,0,23:17,0,316,54,19,28,203,3,2,4,24,113,0,3,6
New York Jets,NYJ,9004,1,22,23,381,56,23,30,324,1,7,42,2,19,57,1,3,11,1,14,0,0,0,0,0,0,0,0,7,95,1,2,3,4,22,8,11,3,4,12,0,0,34:53,0,340,66,19,35,188,2,1,1,30,152,0,3,4
