"Brown, Jaron",13651,ARI,9017,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Brown, John",14125,ARI,9017,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Catanzaro, Chandler",14147,ARI,9017,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,U047
"Ellington, Andre",13211,ARI,9017,RB,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Fitzgerald, Larry",3061,ARI,9017,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,81,2,0,0,0,0,0,0,0,0,0,0,0,0,C003C001
"Floyd, Michael",12288,ARI,9017,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gresham, Jermaine",11431,ARI,9017,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Johnson, Chris",2932,ARI,9017,RB,,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Johnson, David",15291,ARI,9017,RB,,0,1,0,0,0,0,0,0,0,0,0,16,89,1,0,6,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,R001
"Nelson, J.J.",15102,ARI,9017,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Palmer, Carson",2254,ARI,9017,QB,,0,1,0,24,37,271,0,2,0,3,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T003T001
"Bryant, Matt",3045,ATL,9024,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,2,0,0,0,G034G034G029
"Coleman, Tevin",14845,ATL,9024,RB,,0,1,0,0,0,0,0,0,0,0,0,8,22,0,0,6,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,
"DiMarco, Patrick",12622,ATL,9024,RB,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Freeman, Devonta",14235,ATL,9024,RB,,0,1,0,0,0,0,0,0,0,0,0,11,20,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Hardy, Justin",14957,ATL,9024,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Hooper, Austin",15593,ATL,9024,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jones, Julio",11860,ATL,9024,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,66,1,0,0,0,0,0,0,0,0,0,0,0,0,C025
"Ryan, Matt",2955,ATL,9024,QB,,0,1,0,27,39,334,0,2,1,3,12,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T005T025XT01
"Sanu, Mohamed",12357,ATL,9024,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,80,1,1,0,0,0,0,0,0,0,0,0,0,0,C005XC01
"Tamme, Jacob",2970,ATL,9024,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Aiken, Kamar",12226,BAL,9030,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Flacco, Joe",2913,BAL,9030,QB,,0,1,0,22,33,258,0,1,0,4,33,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T066
"Forsett, Justin",2915,BAL,9030,RB,,0,1,0,0,0,0,0,0,0,0,0,10,41,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gillmore, Crockett",14254,BAL,9030,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Juszczyk, Kyle",13330,BAL,9030,RB,,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Moore, Chris",15638,BAL,9030,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Perriman, Breshad",15120,BAL,9030,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Pitta, Dennis",11524,BAL,9030,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Smith Sr., Steve",1950,BAL,9030,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Tucker, Justin",12674,BAL,9030,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,0,1,0,G050G037
"Wallace, Mike",11084,BAL,9030,WR,,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,6,3,91,1,0,0,0,0,0,0,0,0,0,0,0,0,C066
"West, Terrance",14621,BAL,9030,RB,,0,1,0,0,0,0,0,0,0,0,0,12,32,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bush, Reggie",2604,BUF,9000,RB,,0,1,0,0,0,0,0,0,0,0,0,3,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Carpenter, Dan",3201,BUF,9000,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,U049
"Clay, Charles",12028,BUF,9000,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gillislee, Mike",13237,BUF,9000,RB,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,
"McCoy, LeSean",11053,BUF,9000,RB,,0,1,0,0,0,0,0,0,0,0,0,16,58,1,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,R001
"O'Leary, Nick",15112,BUF,9000,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Salas, Greg",11966,BUF,9000,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Taylor, Tyrod",12034,BUF,9000,QB,,0,1,0,15,22,111,0,0,0,2,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Watkins, Sammy",14612,BUF,9000,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Woods, Robert",13617,BUF,9000,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Benjamin, Kelvin",14094,CAR,9028,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,91,1,0,0,0,0,0,0,0,0,0,0,0,0,C014
"Brown, Corey",14124,CAR,9028,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Funchess, Devin",14918,CAR,9028,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Gano, Graham",11369,CAR,9028,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,1,1,0,0,U050G044G036
"Ginn Jr., Ted",2755,CAR,9028,WR,,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Newton, Cam",11855,CAR,9028,QB,,0,1,0,18,33,194,1,1,0,3,18,11,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T014R002
"Olsen, Greg",2761,CAR,9028,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Stewart, Jonathan",2967,CAR,9028,RB,,0,1,0,0,0,0,0,0,0,0,0,15,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Tolbert, Mike",2988,CAR,9028,RB,,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Whittaker, Fozzy",13588,CAR,9028,RB,,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Barth, Connor",3203,CHI,9019,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
"Carey, Ka'Deem",14141,CHI,9019,RB,,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Cutler, Jay",2608,CHI,9019,QB,,0,1,0,16,29,216,1,1,0,5,31,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T019
"Jeffery, Alshon",12320,CHI,9019,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Langford, Jeremy",15029,CHI,9019,RB,,0,1,0,0,0,0,0,0,0,0,0,17,57,1,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,R001
"Miller, Zach",13952,CHI,9019,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Paulsen, Logan",11740,CHI,9019,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Royal, Eddie",2953,CHI,9019,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,57,1,0,0,0,0,0,0,0,0,0,0,0,0,C019
"White, Kevin",15261,CHI,9019,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bernard, Giovani",13110,CIN,9005,RB,,0,1,0,0,0,0,0,0,0,0,0,5,25,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Boyd, Tyler",15515,CIN,9005,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dalton, Andy",11889,CIN,9005,QB,,0,1,0,23,30,366,1,1,0,7,42,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T054
"Green, A.J.",11858,CIN,9005,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,180,1,0,0,0,0,0,0,0,0,0,0,0,0,C054
"Hill, Jeremy",14287,CIN,9005,RB,,0,1,0,0,0,0,0,0,0,0,0,9,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R012
"LaFell, Brandon",11488,CIN,9005,WR,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nugent, Mike",3166,CIN,9005,PK,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,0,1,1,1,0,0,U052G033G021G047
"Uzomah, C.J.",15238,CIN,9005,TE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Wright, James",14648,CIN,9005,WR,,0,1,0,0,0,0,0,0,0,0,0,2,-6,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
