Arizona,ARI,9017,Tennessee,TEN,9007,37,34,460,80,36,58,394,4,3,8,7,19,66,0,3,8,2,36,1,1,1,0,0,0,0,0,9,69,4,4,3,3,32,3,23,6,7,14,0,0,30:58,1,0,0,10,0,7,17,0,I020
Atlanta,ATL,9024,Washington,WAS,9018,27,26,476,67,29,45,373,3,1,8,5,21,103,0,2,3,2,14,0,3,5,0,0,0,0,0,7,73,3,3,2,2,22,4,18,0,5,10,0,0,33:52,0,0,0,7,13,0,6,0,
Baltimore,BAL,9030,Detroit,DET,9020,18,16,349,63,18,34,230,1,1,5,7,28,119,1,2,4,3,21,0,0,0,0,0,0,0,0,7,60,0,0,6,6,19,6,12,1,4,13,0,0,27:35,0,0,0,7,0,3,6,0,
Buffalo,BUF,9000,Jacksonville,JAC,9029,27,20,354,72,21,36,195,2,5,42,7,31,159,0,3,8,2,34,0,3,2,0,0,0,0,0,7,67,3,3,2,3,22,9,11,2,8,15,0,1,32:35,0,0,0,3,7,3,7,0,
Carolina,CAR,9028,NY Jets,NYJ,9004,30,20,297,60,15,28,140,1,4,27,1,28,157,1,1,1,1,41,1,0,0,0,0,0,0,0,6,59,3,3,3,3,19,7,10,2,8,15,0,0,33:01,1,0,0,3,3,7,7,0,I041
Chicago,CHI,9019,Cleveland,CLE,9006,38,31,366,56,23,39,273,1,0,0,5,17,93,1,2,4,2,43,1,0,0,0,0,0,0,0,7,40,5,5,1,1,20,7,12,1,3,9,0,0,34:48,1,0,0,3,7,14,7,0,I043
Cincinnati,CIN,9005,Pittsburg,PIT,9008,20,30,290,62,20,25,184,1,1,7,2,36,106,1,1,3,1,0,0,0,0,0,0,0,0,1,6,50,2,3,0,0,19,6,11,2,2,10,2,2,28:24,0,0,0,21,6,3,0,0,
Cleveland,CLE,9006,Chicago,CHI,9019,31,38,440,64,22,31,261,3,2,4,6,31,179,1,7,14,2,79,1,1,1,0,1,0,0,0,9,90,4,4,1,1,23,10,11,2,9,14,0,0,25:12,2,0,0,0,10,7,21,0,I044F051
Dallas,DAL,9014,Green Bay,GB,9021,36,37,433,68,26,39,283,4,2,16,5,27,150,1,3,12,1,21,0,0,0,0,0,0,0,0,7,79,3,3,5,5,26,8,16,2,7,13,0,0,31:40,0,0,0,3,0,14,20,0,
Denver,DEN,9009,San Diego,SD,9012,20,27,337,66,12,20,160,2,2,6,1,44,177,1,4,6,0,0,0,0,0,0,0,0,0,0,6,43,2,2,2,2,24,11,10,3,6,12,0,0,21:11,0,0,0,3,14,7,3,0,
Detroit,DET,9020,Baltimore,BAL,9030,16,18,305,60,20,38,215,0,1,7,5,21,90,0,3,5,0,0,0,1,0,0,0,0,0,1,8,89,1,2,1,1,18,4,11,3,4,14,0,0,32:25,0,0,0,0,9,3,6,0,
Green Bay,GB,9021,Dallas,DAL,9014,37,36,466,69,29,48,332,2,3,26,10,18,134,1,1,3,2,-5,0,0,0,0,0,0,0,1,7,59,4,5,1,1,27,6,17,4,2,9,0,0,28:20,0,0,0,13,13,3,7,0,
Houston,HOU,9031,Indianapolis,IND,9001,3,25,331,69,19,32,179,2,1,1,5,36,152,0,3,5,1,32,0,1,0,0,0,0,0,0,14,114,0,0,1,1,19,6,9,4,5,15,0,1,26:49,0,0,0,7,13,5,0,0,
Indianapolis,IND,9001,Houston,HOU,9031,25,3,239,63,18,34,132,0,4,36,6,25,107,0,1,1,2,38,0,3,0,0,0,1,0,0,4,36,2,2,3,3,12,6,6,0,5,15,0,1,33:11,0,0,0,3,0,0,0,0,
Jacksonville,JAC,9029,Buffalo,BUF,9000,20,27,366,72,17,24,168,2,4,25,1,44,198,1,4,5,1,28,0,1,1,0,0,0,0,0,6,80,2,2,2,2,25,12,10,3,5,13,0,0,27:25,0,0,0,3,17,0,7,0,
Kansas City,KC,9010,Oakland,OAK,9011,56,31,461,74,20,41,331,2,0,0,8,33,130,2,0,0,5,119,1,0,2,0,0,0,0,0,8,91,8,8,0,0,26,8,12,6,7,14,1,1,25:53,1,0,0,3,14,14,0,0,I047
Miami,MIA,9002,New England,NE,9003,24,20,453,78,34,55,357,2,1,7,4,22,96,0,1,3,1,0,0,0,0,0,0,0,0,0,4,21,3,3,1,1,29,9,19,1,9,17,1,2,28:39,0,0,0,3,7,0,10,0,
Minnesota,MIN,9022,Philadelphia,PHI,9016,48,30,475,65,30,48,396,3,4,32,1,13,79,0,0,0,1,30,0,0,0,0,0,0,0,0,3,25,6,6,2,3,25,3,22,0,7,14,0,1,36:26,0,0,0,3,6,13,8,0,
New England,NE,9003,Miami,MIA,9002,20,24,378,64,25,37,289,3,4,23,3,23,89,0,1,1,0,0,0,0,1,0,0,0,0,0,1,20,2,2,2,3,20,3,16,1,4,11,1,2,31:21,0,0,0,0,7,3,14,0,
New Orleans,NO,9026,St. Louis,STL,9025,16,27,302,54,14,20,158,2,0,0,4,34,144,1,4,6,0,0,0,0,0,0,0,0,0,1,8,77,2,2,1,3,17,5,8,4,7,14,0,0,32:12,0,0,0,14,10,3,0,0,
NY Giants,NYG,9015,Seattle,SEA,9013,0,23,327,67,20,29,193,1,4,29,3,34,134,1,4,7,1,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,21,9,11,1,3,13,0,0,26:02,0,0,0,3,10,3,7,0,
NY Jets,NYJ,9004,Carolina,CAR,9028,20,30,392,62,16,24,261,1,2,12,2,36,131,1,4,8,0,0,0,0,0,0,0,0,0,0,3,20,2,2,2,2,21,9,12,0,5,11,0,1,26:59,0,0,0,3,13,0,14,0,
Oakland,OAK,9011,Kansas City,KC,9010,31,56,384,51,20,25,306,5,2,12,2,24,78,2,1,4,0,0,0,1,1,0,0,0,0,0,10,90,4,4,1,1,19,5,12,2,4,9,1,1,34:07,0,0,0,21,14,14,7,0,
Philadelphia,PHI,9016,Minnesota,MIN,9022,30,48,455,73,26,35,370,2,3,12,1,35,85,4,7,15,1,2,0,0,0,0,0,0,1,2,9,94,2,3,3,3,29,11,14,4,8,13,0,0,23:34,0,0,0,7,10,10,21,0,
Pittsburgh,PIT,9008,Cincinnati,CIN,9005,30,20,279,67,25,44,222,2,1,8,6,22,57,1,1,1,0,0,0,1,1,0,0,0,0,0,4,25,3,3,3,3,19,5,13,1,4,14,3,5,31:36,0,0,0,0,7,0,13,0,P067
San Diego,SD,9012,Denver,DEN,9009,27,20,295,53,27,41,277,2,1,12,6,11,18,0,3,9,1,6,0,0,0,0,0,0,0,0,4,35,3,3,2,2,19,1,16,2,2,9,1,1,38:49,0,0,0,10,0,0,10,0,
Seattle,SEA,9013,NY Giants,NYG,9015,23,0,181,53,22,35,156,0,4,30,9,14,25,0,2,6,5,5,0,2,0,0,0,0,0,0,8,50,2,2,3,3,12,1,10,1,1,10,0,0,33:58,0,0,0,0,0,0,0,0,
San Francisco,SF,9027,Tampa Bay,TB,9023,33,14,183,50,18,34,144,2,4,35,7,12,39,0,2,3,1,0,0,0,1,0,1,0,0,0,8,62,3,3,4,4,13,3,8,2,1,10,0,2,39:50,1,0,0,0,7,0,7,0,F002
St. Louis,STL,9025,New Orleans,NO,9026,27,16,432,80,39,56,371,1,4,22,9,20,61,1,1,2,2,5,0,1,1,0,0,0,0,0,4,30,3,3,2,2,30,5,24,1,5,15,4,4,27:48,0,0,0,0,3,0,13,0,
