Arizona,ARI,9017,14,342,291,4512,932,335,564,3347,26,41,300,94,327,1165,5,45,127,19,251,4,10,9,0,1,2,0,3,86,668,36,38,25,29,280,62,187,31,73,195,6,15,426:15,5
Atlanta,ATL,9024,14,309,388,5408,892,313,468,3568,28,28,214,53,396,1840,12,32,84,9,173,2,12,10,0,1,0,1,1,81,695,35,35,21,24,289,82,183,24,86,186,7,11,420:39,3
Baltimore,BAL,9030,14,296,277,4676,904,279,490,3242,22,39,243,92,375,1434,4,30,76,12,105,1,13,8,0,0,0,2,2,97,803,27,27,35,37,242,65,154,23,67,207,8,14,431:28,1
Buffalo,BUF,9000,14,300,354,4849,969,284,504,3067,27,48,342,79,417,1782,8,35,81,20,272,2,10,7,0,1,0,2,2,100,869,31,31,27,30,278,84,159,35,85,218,4,9,395:48,3
Carolina,CAR,9028,14,328,208,4148,825,317,478,2959,14,45,333,56,302,1189,4,34,95,17,226,3,11,10,0,0,0,0,0,73,607,37,37,23,26,238,59,153,26,64,178,2,9,463:25,3
Chicago,CHI,9019,14,406,391,5326,882,269,443,3192,21,26,179,60,413,2134,17,44,120,17,425,5,14,8,0,1,0,4,5,78,658,45,47,25,28,300,122,158,20,69,173,8,12,442:01,6
Cincinnati,CIN,9005,14,354,274,4457,928,319,537,3075,20,37,242,87,354,1382,5,22,49,14,132,2,12,10,0,2,0,0,1,86,869,43,44,16,20,255,65,162,28,70,201,5,12,451:49,4
Cleveland,CLE,9006,14,288,362,4605,970,324,537,3152,26,39,178,75,394,1453,11,40,79,12,262,3,6,7,0,1,0,1,2,98,866,32,33,19,24,286,86,173,27,92,214,4,8,401:59,4
Dallas,DAL,9014,14,393,385,5982,964,365,560,4163,30,29,212,66,375,1819,15,30,87,14,257,2,12,12,0,3,0,1,3,95,820,44,46,24,26,350,107,209,34,79,181,9,16,407:55,5
Denver,DEN,9009,14,535,372,5201,948,318,538,3726,26,36,251,94,374,1475,15,42,97,15,138,1,13,8,0,1,0,0,1,103,877,68,68,20,21,308,82,187,39,72,189,4,14,423:55,2
Detroit,DET,9020,14,362,339,4922,861,295,497,3541,22,28,213,78,336,1381,9,45,124,13,169,1,6,5,0,1,1,1,4,97,813,44,45,16,21,256,54,172,30,55,183,8,11,447:24,2
Green Bay,GB,9021,14,353,362,5268,907,300,486,3540,26,42,231,57,379,1728,12,36,95,9,22,0,11,9,0,2,0,0,3,76,696,36,38,30,34,292,99,172,21,71,184,8,15,425:34,2
Houston,HOU,9031,14,253,375,4259,839,240,409,2566,25,30,178,58,400,1693,10,39,67,6,86,1,6,4,0,0,1,1,1,103,1026,25,25,23,32,240,76,132,32,69,192,3,7,445:21,1
Indianapolis,IND,9001,14,338,319,5076,903,278,457,3271,20,34,204,67,412,1805,13,31,67,13,140,1,11,8,0,0,2,4,6,61,535,33,35,29,33,282,91,166,25,75,188,6,13,402:59,1
Jacksonville,JAC,9029,14,221,399,5344,947,308,484,3499,27,27,200,63,436,1845,17,37,87,10,164,1,13,10,0,1,3,0,2,87,732,22,22,21,23,308,107,173,28,85,197,5,7,387:17,2
Kansas City,KC,9010,14,399,255,5113,923,286,522,3511,21,43,290,94,358,1602,8,28,53,20,474,5,11,15,0,2,0,0,0,93,704,48,48,21,25,265,74,170,21,62,194,7,16,441:15,7
Miami,MIA,9002,14,310,296,4986,959,311,527,3345,17,40,266,75,392,1641,11,30,67,17,204,2,7,6,0,0,1,0,1,59,523,32,33,26,34,287,95,174,18,78,204,8,15,408:08,2
Minnesota,MIN,9022,14,363,425,5691,995,370,577,4063,32,34,221,59,383,1628,13,39,107,12,78,0,9,7,0,1,0,0,1,61,693,39,41,26,30,330,93,218,19,89,202,10,16,407:36,1
New England,NE,9003,14,369,311,5218,976,297,518,3363,24,40,265,62,418,1855,9,28,52,14,145,1,10,11,0,0,0,1,2,58,554,38,39,32,35,300,97,185,18,89,205,4,15,420:46,1
New Orleans,NO,9026,14,359,270,4379,837,269,443,2749,17,43,292,61,351,1630,10,36,63,10,163,0,10,7,0,0,0,0,1,82,683,42,42,22,30,246,76,150,20,66,177,3,9,449:50,0
New York Giants,NYG,9015,14,251,357,4727,934,317,510,3223,21,29,190,61,395,1504,10,36,79,13,217,1,10,9,0,0,0,1,1,83,790,28,28,18,20,291,87,178,26,80,195,3,12,406:56,1
New York Jets,NYJ,9004,14,246,367,4780,921,307,505,3575,25,38,232,45,378,1205,8,47,112,8,94,1,9,2,0,0,1,0,0,97,766,22,22,30,31,256,59,172,25,74,205,6,15,418:25,1
