Arizona,ARI,9017,4,69,89,1364,269,104,163,1064,8,7,48,20,99,300,1,22,60,4,18,1,2,3,0,0,0,0,1,26,216,6,7,7,8,83,21,55,7,21,53,1,2,113:08,1
Atlanta,ATL,9024,4,94,104,1573,256,102,156,1204,9,7,57,17,93,369,2,9,17,3,87,1,2,1,0,0,0,0,0,22,186,10,10,8,9,79,13,62,4,27,55,2,4,121:36,1
Baltimore,BAL,9030,4,91,87,1383,270,84,136,956,8,13,100,19,121,427,1,10,25,3,38,1,5,3,0,0,0,0,0,28,240,10,10,7,9,74,18,49,7,20,60,0,3,117:21,1
Buffalo,BUF,9000,4,88,93,1597,298,91,169,1108,8,12,87,30,117,489,1,6,11,9,58,0,1,2,0,1,0,2,2,35,316,8,8,10,11,86,22,54,10,26,66,1,3,110:49,1
Carolina,CAR,9028,3,68,36,956,184,66,99,677,2,10,74,10,75,279,1,11,37,3,6,0,3,3,0,0,0,0,0,11,108,8,8,4,4,52,16,31,5,15,39,0,1,100:14,0
Chicago,CHI,9019,4,127,114,1536,250,91,139,1111,6,6,46,21,105,425,3,14,44,6,144,2,10,8,0,1,0,2,2,15,149,14,15,7,7,81,28,49,4,19,48,2,3,121:51,3
Cincinnati,CIN,9005,4,81,81,1336,264,92,151,940,6,9,66,19,104,396,2,10,28,4,21,0,2,3,0,1,0,0,0,25,236,10,10,4,5,76,21,49,6,22,57,1,3,121:04,1
Cleveland,CLE,9006,4,64,70,1166,279,94,155,850,2,14,67,23,110,316,5,11,19,3,47,0,4,4,0,0,0,0,0,24,217,7,7,5,7,74,18,49,7,28,63,1,3,116:39,0
Dallas,DAL,9014,4,104,85,1529,261,112,169,1218,10,14,96,19,78,311,0,4,11,4,114,2,3,4,0,1,0,0,1,21,172,11,12,7,9,84,17,61,6,16,49,3,6,128:22,3
Denver,DEN,9009,4,179,91,1561,276,100,173,1265,6,11,72,32,92,296,4,16,38,6,29,0,1,0,0,0,0,0,0,28,258,23,23,6,6,86,17,56,13,22,61,0,3,123:00,0
Detroit,DET,9020,4,122,101,1515,259,100,165,1072,4,9,72,32,85,443,5,10,27,8,138,1,2,3,0,1,0,0,0,30,285,14,14,8,10,85,16,58,11,10,47,3,4,125:37,2
Green Bay,GB,9021,3,96,88,1213,189,73,107,933,8,7,34,14,75,280,3,8,26,2,6,0,3,3,0,1,0,0,0,13,139,12,12,4,4,60,14,44,2,16,40,2,3,85:45,1
Houston,HOU,9031,4,90,105,1017,233,59,106,564,6,13,73,18,114,453,2,16,23,2,19,1,2,1,0,0,1,1,1,32,312,9,9,6,10,59,19,30,10,22,60,2,3,140:14,1
Indianapolis,IND,9001,4,105,51,1229,236,72,122,802,2,13,63,22,101,427,4,6,15,6,77,1,3,2,0,0,0,0,0,14,112,12,12,7,9,69,22,42,5,18,50,2,4,130:50,1
Jacksonville,JAC,9029,4,31,129,1547,261,80,125,888,9,8,36,14,128,659,4,13,26,2,11,0,3,2,0,0,1,0,1,28,210,3,3,3,3,87,32,48,7,19,52,0,0,107:29,0
Kansas City,KC,9010,4,102,41,1225,255,80,150,755,3,18,118,31,87,470,1,7,12,5,93,2,4,7,0,0,0,0,0,29,192,12,12,6,8,64,17,43,4,12,54,1,4,134:46,2
Miami,MIA,9002,4,91,91,1581,277,104,173,1187,8,11,67,24,93,394,2,8,19,5,0,0,3,2,0,0,0,0,0,17,115,10,10,7,7,90,24,61,5,19,53,2,5,111:15,0
Minnesota,MIN,9022,4,115,123,1723,295,122,187,1299,10,9,60,22,98,424,4,9,24,7,46,0,4,5,0,1,0,0,0,17,201,13,13,8,9,104,27,70,7,26,55,2,4,107:48,1
New England,NE,9003,4,89,57,1384,269,86,157,964,4,9,57,17,103,420,1,4,10,5,12,0,5,3,0,0,0,0,0,22,209,8,8,11,12,74,19,48,7,21,59,0,6,127:23,0
New Orleans,NO,9026,4,108,55,1218,224,74,130,769,4,12,96,18,82,449,2,7,10,7,108,0,4,3,0,0,0,0,0,21,167,12,12,8,10,67,21,42,4,16,46,0,1,137:07,0
New York Giants,NYG,9015,4,61,146,1537,290,105,160,1047,10,4,34,18,126,490,4,9,22,4,96,0,3,3,0,0,0,0,0,23,178,7,7,4,6,93,27,61,5,30,60,1,2,102:05,0
New York Jets,NYJ,9004,4,68,88,1132,262,74,143,815,7,14,80,5,105,317,1,18,32,1,38,0,3,1,0,0,1,0,0,44,345,6,6,8,8,56,11,34,11,24,69,0,2,129:57,0
Oakland,OAK,9011,4,71,91,1395,252,93,129,950,7,11,70,9,112,445,3,11,25,0,0,0,3,3,0,0,0,0,0,25,183,8,8,5,8,79,24,51,4,23,52,1,3,121:33,0
Philadelphia,PHI,9016,4,99,138,1787,298,118,168,1300,9,10,58,16,120,487,3,7,14,2,1,0,3,3,0,0,1,0,1,31,249,11,11,7,10,112,31,72,9,23,51,1,4,99:53,0
Pittsburg,PIT,9008,4,69,110,1287,253,72,120,796,4,4,16,15,129,491,6,8,17,0,0,0,2,0,0,0,1,0,0,17,185,7,7,6,6,70,31,32,7,22,58,2,3,115:16,0
San Diego,SD,9012,4,108,102,1731,257,107,156,1249,8,9,70,19,92,482,2,2,6,1,0,0,3,1,0,0,0,0,0,23,217,12,12,8,9,92,24,63,5,20,47,2,4,126:11,0
Seattle,SEA,9013,4,109,47,1191,254,78,138,765,3,11,77,24,105,426,2,11,25,7,159,1,5,6,0,0,1,0,1,32,279,11,12,8,8,74,23,44,7,18,54,1,2,131:20,1
San Francisco,SF,9027,4,79,95,1199,260,65,123,762,5,12,74,23,125,437,6,11,25,3,1,0,2,2,0,0,0,0,0,39,339,10,10,3,6,79,24,42,13,17,55,1,2,117:12,0
St. Louis,STL,9025,4,69,121,1549,255,91,130,1015,9,9,63,16,116,534,5,14,28,1,29,0,5,4,0,0,0,2,2,27,235,7,7,6,6,84,22,56,6,25,53,1,1,113:05,0
Tampa Bay,TB,9023,4,44,70,1329,274,96,159,952,5,13,99,22,102,377,0,11,17,6,95,1,5,2,0,0,0,0,0,35,341,5,5,3,5,81,20,48,13,19,57,1,3,116:06,1
Tennessee,TEN,9007,4,98,69,1254,246,90,139,857,6,14,105,20,93,397,2,9,35,5,94,1,2,4,0,1,0,0,0,30,276,11,11,7,9,74,19,49,6,17,52,1,2,127:31,2
Washington,WAS,9018,4,91,112,1762,278,95,141,1193,9,15,102,12,122,569,4,11,30,2,62,2,5,5,0,1,0,0,2,26,227,10,12,3,5,92,31,58,3,20,55,4,5,113:42,3
