Arizona,ARI,9017,16,379,324,5079,1042,367,625,3728,29,47,337,103,370,1351,5,50,143,20,251,4,11,10,0,1,2,1,4,96,744,39,41,30,36,309,68,208,33,78,221,6,16,495:59,5
Atlanta,ATL,9024,16,353,443,6070,1003,341,516,3897,31,32,231,57,455,2173,14,37,91,10,176,2,13,11,0,1,0,1,1,91,788,40,40,24,27,325,102,196,27,97,210,7,11,485:33,3
Baltimore,BAL,9030,16,320,352,5368,1032,314,552,3681,25,41,257,102,439,1687,7,34,88,16,160,1,14,8,0,0,0,3,3,112,942,29,29,38,41,284,79,176,29,78,233,8,14,485:33,1
Buffalo,BUF,9000,16,339,388,5334,1089,310,561,3271,28,56,395,90,472,2063,10,39,93,23,289,2,12,7,0,1,0,2,2,110,954,34,34,33,36,308,98,170,40,91,245,4,10,459:32,3
Carolina,CAR,9028,16,366,241,4820,975,375,563,3429,17,60,424,67,352,1391,4,37,103,20,234,4,11,10,0,0,0,0,0,80,671,42,42,24,27,278,70,178,30,76,212,3,11,510:11,4
Chicago,CHI,9019,16,445,478,6313,1021,315,507,3730,25,31,189,63,483,2583,22,46,126,19,428,5,16,9,0,1,0,5,6,85,708,50,52,26,29,353,147,184,22,83,200,12,16,496:32,6
Cincinnati,CIN,9005,16,430,305,4888,1042,362,614,3344,22,43,279,109,385,1544,6,22,49,20,200,4,13,11,0,2,0,0,1,102,1000,53,54,18,22,282,72,178,32,74,225,5,16,525:18,6
Cleveland,CLE,9006,16,308,406,5319,1107,363,605,3538,29,40,185,86,462,1781,13,42,91,14,274,3,7,7,0,1,0,1,2,104,920,34,35,21,26,328,103,197,28,109,244,4,9,458:59,4
Dallas,DAL,9014,16,439,432,6645,1094,403,623,4589,33,34,246,69,437,2056,17,38,96,15,257,2,13,13,0,3,0,1,4,102,912,48,51,28,30,388,122,231,35,91,210,9,18,464:25,5
Denver,DEN,9009,16,606,399,5696,1074,357,613,4070,29,41,290,102,420,1626,15,47,105,17,141,1,14,9,0,1,0,0,1,117,1000,76,76,25,26,339,90,208,41,83,218,4,15,488:17,2
Detroit,DET,9020,16,395,376,5546,982,338,572,3950,24,33,249,91,377,1596,10,47,132,15,211,1,8,7,0,1,2,2,5,110,925,47,48,19,24,290,62,197,31,64,211,9,12,517:46,2
Green Bay,GB,9021,16,417,428,5956,1015,332,539,3956,30,44,238,64,432,2000,16,38,101,11,36,0,13,11,0,2,0,0,4,86,801,44,46,33,37,330,116,190,24,78,204,10,17,494:03,2
Houston,HOU,9031,16,276,428,5081,970,287,484,3123,29,32,187,72,454,1958,11,46,77,7,86,1,8,4,0,0,1,1,1,112,1138,27,27,26,35,282,88,158,36,75,217,3,8,504:13,1
Indianapolis,IND,9001,16,391,336,5713,1026,324,537,3711,21,41,248,80,448,2002,14,31,67,16,187,1,14,11,0,0,2,4,6,66,576,38,40,35,40,319,101,191,27,79,210,10,19,474:59,1
Jacksonville,JAC,9029,16,247,449,6069,1090,354,551,3962,29,31,225,72,508,2107,20,39,90,11,172,1,14,10,0,1,3,0,2,96,797,24,25,23,25,353,121,200,32,96,226,9,12,437:58,2
Kansas City,KC,9010,16,430,305,5885,1067,334,592,3962,25,47,309,102,428,1923,9,29,54,21,488,5,12,15,0,2,0,0,0,101,819,52,52,22,28,303,88,189,26,78,229,9,18,497:31,7
Miami,MIA,9002,16,317,335,5750,1106,344,580,3752,17,41,272,78,485,1998,14,34,74,18,204,2,8,6,0,0,1,0,1,70,598,33,34,26,34,327,114,192,21,91,238,8,15,459:13,2
Minnesota,MIN,9022,16,391,480,6365,1132,419,648,4593,37,41,274,64,442,1772,14,47,124,12,78,0,11,8,0,1,0,0,1,70,758,43,45,26,30,368,101,247,20,102,231,11,18,455:27,1
New England,NE,9003,16,444,338,5969,1118,336,589,3824,25,48,313,73,481,2145,11,33,59,17,220,2,11,12,0,1,0,2,3,69,643,46,47,38,41,338,110,208,20,98,232,4,21,485:31,3
New Orleans,NO,9026,16,414,304,4891,943,304,507,3105,20,49,336,71,387,1786,11,41,72,12,169,0,10,7,0,0,0,0,1,95,817,49,49,24,32,274,82,168,24,69,199,4,12,522:50,0
New York Giants,NYG,9015,16,294,383,5333,1089,361,601,3590,21,34,214,84,454,1743,12,40,86,17,270,2,13,12,0,0,0,1,1,91,840,32,32,23,26,327,101,198,28,93,232,4,15,468:18,2
