Arizona,ARI,9017,13,305,257,4052,852,299,506,2953,22,38,292,87,308,1099,5,42,119,17,215,3,9,8,0,1,2,0,3,77,599,32,34,22,26,248,59,164,25,66,181,6,15,395:17,4
Atlanta,ATL,9024,13,282,362,4932,825,284,423,3195,25,27,206,48,375,1737,12,30,81,7,159,2,9,5,0,1,0,1,1,74,622,32,32,19,22,267,78,165,24,81,176,7,11,386:47,3
Baltimore,BAL,9030,13,278,261,4327,841,261,456,3012,21,38,238,85,347,1315,3,28,72,9,84,1,13,8,0,0,0,2,2,90,743,27,27,29,31,223,59,142,22,63,194,8,14,403:53,1
Buffalo,BUF,9000,13,273,334,4495,897,263,468,2872,25,43,300,72,386,1623,8,32,73,18,238,2,7,5,0,1,0,2,2,93,802,28,28,25,27,256,75,148,33,77,203,4,8,363:13,3
Carolina,CAR,9028,13,298,188,3851,765,302,450,2819,13,41,306,55,274,1032,3,33,94,16,185,2,11,10,0,0,0,0,0,67,548,34,34,20,23,219,52,143,24,56,163,2,9,430:24,2
Chicago,CHI,9019,13,368,360,4960,826,246,404,2919,20,26,179,55,396,2041,16,42,116,15,382,4,14,8,0,1,0,4,5,71,618,40,42,24,27,280,115,146,19,66,164,8,12,407:13,5
Cincinnati,CIN,9005,13,334,244,4167,866,299,512,2891,19,36,235,85,318,1276,4,21,46,13,132,2,12,10,0,2,0,0,0,80,819,41,41,16,20,236,59,151,26,68,191,3,10,423:25,4
Cleveland,CLE,9006,13,257,324,4165,906,302,506,2891,23,37,174,69,363,1274,10,33,65,10,183,2,5,6,0,0,0,1,2,89,776,28,29,18,23,263,76,162,25,83,200,4,8,376:47,2
Dallas,DAL,9014,13,357,348,5549,896,339,521,3880,26,27,196,61,348,1669,14,27,75,13,236,2,12,12,0,3,0,1,3,88,741,41,43,19,21,324,99,193,32,72,168,9,16,376:15,5
Denver,DEN,9009,13,515,345,4864,882,306,518,3566,24,34,245,93,330,1298,14,38,91,15,138,1,13,8,0,1,0,0,1,97,834,66,66,18,19,284,71,177,36,66,177,4,14,402:44,2
Detroit,DET,9020,13,346,321,4617,801,275,459,3326,22,27,206,73,315,1291,9,42,119,13,169,1,5,5,0,1,1,1,3,89,724,43,43,15,20,238,50,161,27,51,169,8,11,414:59,2
Green Bay,GB,9021,13,316,326,4802,838,271,438,3208,24,39,205,47,361,1594,11,35,92,7,27,0,11,9,0,2,0,0,2,69,637,32,33,29,33,265,93,155,17,69,175,8,15,397:14,2
Houston,HOU,9031,13,250,350,3928,770,221,377,2387,23,29,177,53,364,1541,10,36,62,5,54,1,5,4,0,0,1,1,1,89,912,25,25,22,31,221,70,123,28,64,177,3,6,418:32,1
Indianapolis,IND,9001,13,313,316,4837,840,260,423,3139,20,30,168,61,387,1698,13,30,66,11,102,1,8,8,0,0,1,4,6,57,499,31,33,26,30,270,85,160,25,70,173,6,12,369:48,1
Jacksonville,JAC,9029,13,201,372,4978,875,291,460,3331,25,23,175,62,392,1647,16,33,82,9,136,1,12,9,0,1,3,0,2,81,652,20,20,19,21,283,95,163,25,80,184,5,7,359:52,2
Kansas City,KC,9010,13,343,224,4652,849,266,481,3180,19,43,290,86,325,1472,6,28,53,15,355,4,11,13,0,2,0,0,0,85,613,40,40,21,25,239,66,158,15,55,180,6,15,415:22,6
Miami,MIA,9002,13,286,276,4533,881,277,472,2988,15,39,259,71,370,1545,11,29,64,16,204,2,7,6,0,0,1,0,1,55,502,29,30,25,33,258,86,155,17,69,187,7,13,379:29,2
