Arizona,ARI,9017,15,359,301,4704,983,346,591,3436,27,45,319,100,347,1268,5,47,130,20,251,4,11,10,0,1,2,1,4,93,714,37,39,28,32,290,65,193,32,75,208,6,15,463:39,5
Atlanta,ATL,9024,15,333,422,5787,946,326,489,3748,29,31,231,55,426,2039,14,34,88,9,173,2,12,10,0,1,0,1,1,86,732,38,38,22,25,309,93,191,25,90,195,7,11,451:07,3
Baltimore,BAL,9030,15,303,318,4976,966,293,516,3400,23,41,257,96,409,1576,6,32,81,12,105,1,13,8,0,0,0,2,2,106,886,28,28,35,38,263,72,164,27,71,220,8,14,459:30,1
Buffalo,BUF,9000,15,319,354,4952,1021,296,537,3156,27,55,388,89,429,1796,8,37,85,22,289,2,10,7,0,1,0,2,2,104,900,32,32,31,34,284,86,163,35,87,232,4,10,432:19,3
Carolina,CAR,9028,15,345,221,4513,906,347,523,3198,15,51,375,64,332,1315,4,35,100,19,226,3,11,10,0,0,0,0,0,76,633,39,39,24,27,258,65,165,28,69,196,2,10,484:37,3
Chicago,CHI,9019,15,417,445,5840,945,290,468,3417,23,28,184,60,449,2423,21,44,120,17,425,5,15,9,0,1,0,5,6,80,668,46,48,26,29,328,138,170,20,74,182,9,13,471:41,6
Cincinnati,CIN,9005,15,396,288,4666,976,332,564,3169,21,41,262,97,371,1497,6,22,49,17,170,3,13,11,0,2,0,0,1,92,924,49,50,16,20,265,70,166,29,70,210,5,14,491:21,5
Cleveland,CLE,9006,15,301,386,5027,1046,344,574,3366,28,39,178,82,433,1661,12,42,91,12,262,3,6,7,0,1,0,1,2,101,890,33,34,21,26,311,97,186,28,104,232,4,9,429:16,4
Dallas,DAL,9014,15,417,408,6279,1028,386,596,4360,31,29,212,69,403,1919,16,34,92,15,257,2,12,12,0,3,0,1,3,101,862,47,49,25,27,367,113,219,35,86,197,9,17,434:08,5
Denver,DEN,9009,15,572,385,5441,1014,336,575,3879,27,39,274,101,400,1562,15,45,102,17,141,1,14,8,0,1,0,0,1,111,944,72,72,23,24,322,87,195,40,78,205,4,14,452:48,2
Detroit,DET,9020,15,382,362,5201,926,318,539,3779,23,30,231,84,357,1422,9,47,132,14,169,1,7,6,0,1,2,2,5,104,873,46,47,17,22,271,56,185,30,61,200,9,12,485:09,2
Green Bay,GB,9021,15,384,400,5611,966,317,515,3732,28,43,236,61,408,1879,14,37,96,10,29,0,12,10,0,2,0,0,3,85,786,40,42,31,35,313,107,182,24,73,194,10,17,458:54,2
Houston,HOU,9031,15,266,412,4770,909,272,460,2963,29,31,181,67,418,1807,10,39,67,6,86,1,6,4,0,0,1,1,1,107,1083,26,26,25,34,265,80,152,33,71,203,3,8,476:28,1
Indianapolis,IND,9001,15,361,326,5363,956,294,486,3403,20,38,225,73,432,1960,14,31,67,15,141,1,13,10,0,0,2,4,6,64,566,35,37,32,37,300,99,174,27,76,196,7,14,441:19,1
Jacksonville,JAC,9029,15,237,419,5690,1020,325,510,3663,28,30,217,65,480,2027,18,38,89,11,172,1,13,10,0,1,3,0,2,91,747,23,24,22,24,330,117,183,30,88,210,8,11,411:38,2
Kansas City,KC,9010,15,406,278,5480,995,312,559,3743,22,44,299,98,392,1737,9,29,54,20,474,5,12,15,0,2,0,0,0,100,769,49,49,21,26,284,79,180,25,69,212,8,17,462:55,7
Miami,MIA,9002,15,310,315,5376,1036,326,552,3532,17,41,272,76,443,1844,12,33,73,18,204,2,8,6,0,0,1,0,1,65,560,32,33,26,34,305,104,182,19,85,223,8,15,431:37,2
Minnesota,MIN,9022,15,377,467,6120,1072,397,615,4411,36,36,239,63,420,1709,14,43,116,12,78,0,10,8,0,1,0,0,1,66,733,41,43,26,30,354,97,238,19,97,216,11,18,428:04,1
New England,NE,9003,15,410,318,5576,1050,320,560,3600,24,44,290,72,446,1976,10,29,53,17,220,2,10,12,0,1,0,1,2,65,612,43,44,34,37,319,102,198,19,94,219,4,18,452:44,3
