Arizona,ARI,9017,Seattle,SEA,9013,0,58,493,65,12,22,209,1,1,7,6,42,284,4,2,2,1,0,0,0,0,0,0,0,0,0,9,79,0,0,0,0,22,13,7,2,3,11,0,1,25:33,0,0,0,10,28,13,7,0,
Atlanta,ATL,9024,Carolina,CAR,9028,20,30,475,68,23,35,280,2,1,7,2,32,195,1,1,2,0,0,0,1,0,0,0,0,0,1,3,15,2,3,0,0,23,10,12,1,9,15,1,1,24:13,0,0,0,7,9,7,7,0,
Baltimore,BAL,9030,Washington,WAS,9018,28,31,420,66,17,28,244,2,3,24,2,35,176,1,3,7,0,0,0,1,1,0,0,0,0,0,8,56,4,4,0,0,22,7,13,2,4,11,0,0,29:22,0,0,0,14,0,6,8,3,
Buffalo,BUF,9000,St. Louis,STL,9025,12,15,285,67,19,39,207,1,1,2,8,27,78,1,2,4,1,23,0,1,0,0,0,0,0,1,2,15,0,1,2,2,17,5,11,1,7,17,1,1,30:36,0,0,0,0,0,7,8,0,
Carolina,CAR,9028,Atlanta,ATL,9024,30,20,362,62,34,49,327,2,2,15,3,11,35,1,0,0,1,0,0,0,0,0,0,0,0,0,3,10,3,3,3,3,26,2,23,1,2,8,1,2,35:47,0,0,0,0,0,7,13,0,
Chicago,CHI,9019,Minnesota,MIN,9022,14,21,248,56,11,17,77,0,1,14,1,38,171,2,5,12,1,0,0,1,0,0,0,0,0,0,10,80,2,2,0,0,17,8,7,2,6,14,0,0,31:42,0,0,0,14,0,7,0,0,
Cincinnati,CIN,9005,Dallas,DAL,9014,19,20,288,70,25,43,239,1,3,29,6,24,49,1,3,18,1,0,0,0,0,0,0,0,0,0,8,70,1,1,4,4,20,5,13,2,11,19,0,0,29:49,0,0,0,3,7,0,10,0,
Cleveland,CLE,9006,Kansas City,KC,9010,30,7,310,53,11,22,130,0,5,29,3,26,180,1,2,4,1,23,0,0,0,0,0,0,0,0,7,55,3,3,3,3,12,6,4,2,1,11,0,1,33:29,0,0,0,7,0,0,0,0,P093
Dallas,DAL,9014,Cincinnati,CIN,9005,20,19,336,58,20,33,190,1,5,16,3,20,146,0,0,0,1,37,0,0,0,0,0,0,0,0,6,49,2,2,2,2,19,4,13,2,4,11,0,0,30:11,0,0,0,10,3,6,0,0,
Denver,DEN,9009,Oakland,OAK,9011,26,13,324,47,19,30,263,2,1,10,3,16,61,0,2,4,1,18,0,1,1,0,0,0,0,0,3,25,2,2,4,4,14,2,11,1,2,8,0,0,37:19,0,0,0,0,7,0,6,0,
