"Adams, Joe",12378,CAR,CAR,9028,WR,10,0,0,0,0,0,0,0,0,3,13,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3
"Adams, Kris",12722,IND,IND,9001,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adams, Kyle",12115,CHI,CHI,9019,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,8,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajirotutu, Seyi",11776,SD,SD,9012,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akers, David",1594,SF,SF,9027,PK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,27,40,0,8,10,7,2,0
"Alexander, Danario",11769,SD,SD,9012,WR,9,0,1,0,0,0,0,0,0,0,0,0,0,51,30,562,5,0,0,0,0,0,0,0,0,0,0,0,0
"Allen, Anthony",12079,BAL,BAL,9030,RB,13,0,0,0,0,0,0,0,0,16,61,1,0,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allen, Armando",12256,CHI,CHI,9019,RB,15,0,0,0,0,0,0,0,0,27,124,1,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allen, Dwayne",12338,IND,IND,9001,TE,16,0,0,0,0,0,0,0,0,3,5,0,0,66,45,521,3,0,0,0,0,0,0,0,0,0,0,0,0
"Amendola, Danny",11321,STL,STL,9025,WR,11,0,0,0,0,0,0,0,0,2,8,0,0,101,63,666,3,1,0,0,0,0,0,0,0,0,0,0,2
"Anderson, Derek",2534,CAR,CAR,9028,QB,16,4,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anger, Bryan",12344,JAC,JAC,9029,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
