Arizona,ARI,9017,2,79,42,743,132,52,80,580,2,4,16,8,48,163,1,4,13,3,37,1,2,0,0,0,0,0,0,13,88,10,11,1,1,46,13,25,8,10,19,1,1,56:40,1,727,109,36,56,492,7,0,0,53,235,2,5,6
Atlanta,ATL,9024,2,50,44,787,133,63,92,627,3,2,1,8,39,160,2,6,27,2,3,0,2,1,0,0,0,0,0,13,122,5,5,5,5,46,8,35,3,15,31,0,0,67:02,0,797,140,53,80,636,3,3,25,57,161,2,6,19
Baltimore,BAL,9030,2,46,56,667,135,54,86,501,3,5,25,14,44,166,1,3,6,2,49,1,0,0,0,0,0,0,0,13,124,4,4,6,6,40,13,21,6,6,24,3,3,53:10,1,666,127,50,77,484,2,2,17,48,182,1,4,5
Buffalo,BUF,9000,2,59,54,811,144,64,108,691,5,4,18,16,32,120,1,0,0,2,53,0,2,3,0,0,0,0,2,25,253,5,8,2,2,38,18,18,2,9,26,1,1,60:59,0,691,120,37,49,384,4,8,53,63,307,4,11,24
Carolina,CAR,9028,2,44,26,565,148,49,98,408,2,6,19,13,44,157,1,5,8,3,39,1,1,1,0,0,0,0,0,13,114,5,5,3,6,42,15,23,4,12,30,1,1,66:23,1,613,140,36,68,336,3,4,34,68,277,1,4,14
Chicago,CHI,9019,2,46,79,622,105,35,47,374,7,0,0,4,58,248,2,3,3,1,2,0,0,1,0,0,0,0,0,20,234,4,4,6,6,43,18,19,6,13,29,2,4,61:48,0,737,133,40,68,439,2,4,27,61,298,2,3,8
Cincinnati,CIN,9005,2,57,32,600,117,51,70,406,4,6,38,9,41,194,0,3,10,2,0,0,3,3,0,0,0,0,0,15,125,6,7,3,4,42,16,21,5,8,23,1,1,62:23,0,785,127,41,60,483,5,0,0,67,302,2,5,10
Cleveland,CLE,9006,2,38,45,718,134,36,61,398,4,7,38,8,66,320,2,2,9,1,0,0,4,3,0,0,0,0,0,16,149,5,5,1,1,28,12,15,1,12,27,1,3,56:29,0,595,110,26,47,375,3,5,28,58,220,1,6,12
Dallas,DAL,9014,2,47,36,515,116,43,73,409,1,2,8,8,41,106,1,9,33,2,24,0,0,1,0,0,0,0,0,21,177,5,5,4,4,48,8,33,7,10,23,0,0,77:40,0,795,138,61,79,606,4,3,18,56,189,0,4,5
Denver,DEN,9009,2,50,37,487,115,34,57,267,0,7,41,10,51,220,2,4,5,4,80,1,2,3,0,1,0,0,0,16,130,5,5,5,5,37,7,26,4,14,34,0,1,68:18,2,518,139,50,85,388,3,7,43,47,130,0,4,9
Detroit,DET,9020,2,44,59,833,135,49,60,539,3,3,18,3,72,294,4,7,17,2,31,1,3,2,0,0,0,0,1,10,68,5,6,1,1,41,4,29,8,9,23,2,2,50:42,1,625,117,51,83,518,4,2,14,32,107,1,4,10
Green Bay,GB,9021,2,58,40,726,128,37,66,418,3,4,13,8,58,308,1,7,12,2,44,0,0,1,0,0,0,1,1,16,109,6,6,5,5,42,17,21,4,10,21,1,1,61:26,0,683,117,43,56,423,5,2,15,59,260,1,4,7
Houston,HOU,9031,2,37,51,680,139,40,70,411,5,4,27,11,65,269,1,6,10,1,17,0,0,0,0,0,0,1,1,16,109,3,4,3,3,45,11,28,6,8,33,2,5,52:24,0,696,155,53,105,537,3,6,41,44,159,1,3,6
Indianapolis,IND,9001,2,21,47,686,117,36,53,438,3,1,1,8,63,248,2,12,28,1,0,0,2,0,0,0,0,1,2,16,133,2,3,0,2,40,9,27,4,14,29,1,2,57:16,0,647,129,47,86,490,3,2,3,41,157,0,2,3
Jacksonville,JAC,9029,2,32,40,649,130,48,75,502,3,4,32,10,51,147,0,5,20,1,19,0,1,0,0,0,0,0,0,12,118,2,3,4,5,37,10,23,4,8,26,1,2,56:02,0,661,132,40,73,442,3,5,14,54,219,0,8,16
Kansas City,KC,9010,2,51,51,695,143,52,92,536,5,8,54,14,43,159,0,2,5,2,55,1,1,1,0,0,0,0,0,11,85,6,6,3,4,39,14,21,4,3,20,0,0,64:18,1,644,125,38,58,400,3,7,34,60,244,2,6,11
Miami,MIA,9002,2,37,33,745,135,39,64,461,3,1,8,7,70,284,0,8,18,2,2,0,0,0,0,0,0,0,0,19,151,4,4,3,4,36,5,27,4,10,27,0,2,51:58,0,642,117,52,78,526,3,5,59,34,116,0,3,13
Minnesota,MIN,9022,2,29,36,718,136,49,79,450,2,2,1,9,55,268,2,3,11,1,11,0,2,3,0,0,0,0,0,15,122,2,3,3,4,37,17,18,2,8,23,1,3,58:04,0,598,115,37,50,328,1,6,56,59,270,2,4,12
New England,NE,9003,2,68,53,813,131,49,68,519,4,11,74,4,52,294,3,6,6,4,29,0,3,0,0,0,0,0,0,18,183,8,8,4,4,53,9,39,5,10,21,0,2,57:52,0,868,134,63,91,732,7,4,22,39,136,1,2,5
New Orleans,NO,9026,2,38,57,760,116,33,53,501,4,3,13,10,60,259,2,6,9,0,0,0,3,3,0,0,0,0,1,17,188,2,4,4,5,39,12,23,4,14,32,1,2,64:52,0,731,139,54,86,573,2,6,37,47,158,2,3,10
New York Giants,NYG,9015,2,46,51,838,138,66,91,702,4,2,17,13,45,136,2,2,3,2,20,0,2,1,0,1,0,0,0,11,79,4,4,6,6,37,12,22,3,16,31,0,1,51:15,1,677,126,47,76,481,2,3,4,47,196,1,8,23
New York Jets,NYJ,9004,2,51,17,664,124,39,69,467,2,3,14,8,52,197,0,5,9,4,47,0,4,6,0,0,0,0,0,12,120,6,6,3,4,38,12,22,4,11,25,0,1,60:08,0,677,122,37,58,422,4,1,1,63,255,2,5,10
Oakland,OAK,9011,2,50,66,889,135,57,79,653,4,0,0,5,56,236,3,3,5,1,-12,0,1,1,0,0,0,0,1,21,138,5,6,3,3,43,5,30,8,12,26,2,3,57:01,0,694,127,60,89,534,5,3,20,35,160,1,0,0
Philadelphia,PHI,9016,2,34,46,754,140,48,68,540,3,4,26,10,68,214,0,8,21,2,23,0,2,2,0,0,0,0,0,18,148,4,4,2,3,40,7,28,5,5,23,2,2,44:03,0,625,123,59,89,555,2,1,5,33,70,2,7,37
Pittsburgh,PIT,9008,2,64,46,770,140,58,78,579,6,7,44,6,55,191,0,5,11,0,0,0,2,1,0,0,0,3,3,15,135,7,8,2,4,44,13,29,2,13,25,2,2,55:06,0,917,118,47,65,699,4,3,21,50,218,4,3,3
San Diego,SD,9012,2,52,52,691,109,35,56,447,5,1,13,8,52,244,1,5,10,2,27,0,2,2,0,0,0,0,1,13,104,4,6,4,5,47,11,32,4,10,22,0,0,68:21,0,837,130,56,69,611,4,6,34,55,226,2,6,15
Seattle,SEA,9013,2,48,61,713,119,43,60,510,3,4,36,3,55,203,2,7,13,0,0,0,3,4,0,1,0,1,1,13,138,5,5,4,4,42,18,22,2,11,28,1,2,64:10,1,667,136,51,71,424,3,8,33,57,243,0,10,16
