Arizona,ARI,9017,Green Bay,GB,9021,38,8,178,64,16,29,77,1,9,78,3,26,101,0,2,9,1,0,0,4,3,0,2,0,0,0,10,119,5,5,1,1,19,5,13,1,5,10,0,0,30:16,2,0,0,0,0,8,0,0,381,56,19,28,260,2,2,9,26,121,1,2,5,F036F007
Atlanta,ATL,9024,Carolina,CAR,9028,20,13,268,52,17,30,113,0,2,29,6,20,155,1,1,2,0,0,0,1,1,0,0,0,0,0,3,20,2,2,2,3,21,6,13,2,9,15,0,0,35:38,0,0,0,7,0,3,3,0,373,62,23,30,296,1,2,10,30,77,1,5,14,
Baltimore,BAL,9030,Pittsburgh,PIT,9008,20,17,308,57,24,34,198,0,3,22,7,20,110,2,2,5,2,-1,0,1,1,0,0,0,0,0,12,121,2,2,2,2,22,6,16,0,9,18,0,0,34:20,0,0,0,0,3,7,7,0,386,73,28,41,265,1,1,9,31,121,1,2,5,
Buffalo,BUF,9000,Dallas,DAL,9014,16,6,307,56,13,31,186,0,0,0,7,25,121,0,2,5,1,37,0,0,1,0,0,0,0,0,7,62,1,2,1,1,19,11,7,1,6,14,0,1,31:30,0,0,0,3,3,0,0,0,408,61,13,18,172,0,3,7,40,236,2,2,5,
Carolina,CAR,9028,Atlanta,ATL,9024,13,20,373,62,23,30,296,1,2,10,1,30,77,1,5,14,0,0,0,0,1,0,0,0,0,0,4,40,1,1,2,2,18,11,7,0,4,10,0,1,24:22,0,0,0,0,7,7,6,0,268,52,17,30,113,0,2,29,20,155,1,1,2,
Chicago,CHI,9019,Tampa Bay,TB,9023,26,21,389,55,15,29,285,2,1,10,7,25,104,1,4,8,1,23,0,2,2,0,0,0,0,0,3,25,2,2,4,4,21,12,7,2,6,15,0,0,37:03,0,0,0,7,0,7,7,0,327,67,20,27,153,1,1,3,39,174,1,1,2,
Cincinnati,CIN,9005,Denver,DEN,9009,17,20,390,63,27,39,277,1,3,22,5,21,113,1,0,0,0,0,0,1,1,0,0,0,0,0,6,45,2,2,1,2,22,6,14,2,10,17,0,0,37:28,0,0,0,0,3,7,7,3,294,70,22,35,186,1,2,14,33,108,1,2,4,
Cleveland,CLE,9006,Kansas City,KC,9010,13,17,258,50,15,22,122,2,1,3,3,27,136,0,1,1,1,46,0,0,0,0,0,0,0,0,8,83,1,1,2,3,21,13,8,0,6,15,3,4,31:04,0,0,0,10,7,0,0,0,368,68,13,32,136,0,0,0,36,232,1,3,4,
Dallas,DAL,9014,Buffalo,BUF,9000,6,16,408,61,13,18,172,0,3,7,3,40,236,2,2,5,1,0,0,1,1,0,0,0,0,0,8,65,0,0,2,3,14,3,10,1,7,14,0,0,28:30,0,0,0,6,0,3,7,0,307,56,13,31,186,0,0,0,25,121,0,2,5,
Denver,DEN,9009,Cincinnati,CIN,9005,20,17,294,70,22,35,186,1,2,14,2,33,108,1,2,4,0,0,0,0,1,0,0,0,0,0,5,40,2,2,2,3,22,5,13,4,4,11,0,0,27:50,0,0,0,7,7,0,3,0,390,63,27,39,277,1,3,22,21,113,1,0,0,
Detroit,DET,9020,San Francisco,SF,9027,32,17,322,59,22,33,201,2,3,24,1,23,121,0,2,4,0,0,0,1,1,0,0,0,0,1,7,71,2,3,4,4,26,8,15,3,4,12,1,1,36:30,0,0,0,7,10,0,0,0,371,67,29,37,284,2,2,17,28,87,1,0,0,
Green Bay,GB,9021,Arizona,ARI,9017,8,38,381,56,19,28,260,2,2,9,2,26,121,1,2,5,1,6,0,1,1,0,0,0,1,1,7,59,1,1,0,0,16,5,7,4,5,17,2,3,29:44,0,0,0,0,17,21,0,0,178,64,16,29,77,1,9,78,26,101,0,2,9,
Houston,HOU,9031,Tennessee,TEN,9007,34,6,257,63,27,51,227,1,1,7,7,11,30,0,2,2,1,0,0,2,3,0,1,0,0,0,4,28,4,4,2,2,19,5,13,1,7,16,0,0,36:13,1,0,0,0,0,0,6,0,330,69,16,26,202,2,1,5,42,128,1,2,4,F033
Indianapolis,IND,9001,Miami,MIA,9002,18,12,361,69,26,38,279,0,6,50,5,25,82,1,5,14,1,0,0,0,0,0,0,1,0,0,6,60,1,2,1,1,20,6,11,3,6,12,0,0,27:11,0,0,0,0,6,3,3,0,268,54,17,29,168,0,2,9,23,100,2,5,13,
Jacksonville,JAC,9029,New Orleans,NO,9026,27,38,537,72,25,36,402,3,1,10,2,35,135,2,3,11,0,0,0,0,0,0,0,0,1,3,8,55,2,4,0,0,21,4,17,0,6,9,0,0,22:07,0,0,0,14,10,7,7,0,412,52,27,35,347,4,2,21,15,65,0,0,0,
Kansas City,KC,9010,Cleveland,CLE,9006,17,13,368,68,13,32,136,0,0,0,4,36,232,1,3,4,1,46,0,0,0,0,0,0,0,0,5,33,2,2,1,1,16,6,8,2,4,12,1,1,28:56,0,0,0,0,3,7,3,0,258,50,15,22,122,2,1,3,27,136,0,1,1,
Miami,MIA,9002,Indianapolis,IND,9001,12,18,268,54,17,29,168,0,2,9,5,23,100,2,5,13,0,0,0,0,0,0,0,0,0,1,9,50,0,1,2,2,22,4,16,2,6,15,0,1,32:49,0,0,0,8,7,0,3,0,361,69,26,38,279,0,6,50,25,82,1,5,14,
Minnesota,MIN,9022,NY Giants,NYG,9015,49,17,363,58,20,34,272,2,4,30,7,20,91,0,1,2,3,76,1,0,0,0,0,0,0,0,2,10,4,5,5,5,17,7,9,1,6,16,0,0,34:57,1,0,0,0,3,7,7,0,368,68,15,25,150,1,3,18,40,218,3,4,8,I035
New England,NE,9003,NY Jets,NYJ,9004,20,26,428,69,26,41,285,3,1,11,1,27,143,0,2,3,0,0,0,3,1,0,1,0,0,0,1,70,2,2,2,2,16,2,13,1,1,10,3,3,28:33,1,0,0,3,7,7,3,6,284,55,22,31,221,1,2,10,22,63,0,2,4,F014
New Orleans,NO,9026,Jacksonville,JAC,9029,38,27,412,52,27,35,347,4,2,21,5,15,65,0,0,0,2,13,0,0,0,0,0,0,0,0,5,40,5,5,1,3,29,9,18,2,8,13,1,1,37:53,0,0,0,0,6,13,8,0,537,72,25,36,402,3,1,10,35,135,2,3,11,
NY Giants,NYG,9015,Minnesota,MIN,9022,17,49,368,68,15,25,150,1,3,18,3,40,218,3,4,8,0,0,0,0,0,0,0,0,0,0,7,48,2,2,1,1,15,3,11,1,1,11,0,2,25:03,0,0,0,3,16,13,17,0,363,58,20,34,272,2,4,30,20,91,0,1,2,
NY Jets,NYJ,9004,New England,NE,9003,26,20,284,55,22,31,221,1,2,10,1,22,63,0,2,4,1,18,0,0,0,0,0,0,0,0,6,39,2,2,2,2,24,6,17,1,5,13,0,0,34:04,0,0,0,0,3,10,7,0,428,69,26,41,285,3,1,11,27,143,0,2,3,
Oakland,OAK,9011,San Diego,SD,9012,23,20,343,75,31,49,271,1,1,6,7,25,72,1,2,6,0,0,0,1,1,0,0,1,1,1,16,121,2,2,2,2,14,4,8,2,4,15,0,0,33:21,0,0,0,7,10,0,3,0,281,65,23,38,175,1,3,29,24,106,1,5,13,
Philadelphia,PHI,9016,Washington,WAS,9018,24,38,418,74,31,46,351,4,2,14,6,26,67,0,2,2,0,0,0,0,0,0,0,0,0,0,8,45,3,3,1,1,23,4,17,2,7,19,2,3,25:45,0,0,0,13,3,14,8,0,398,77,37,56,353,1,5,27,16,45,2,1,6,
Pittsburgh,PIT,9008,Baltimore,BAL,9030,17,20,386,73,28,41,265,1,1,9,4,31,121,1,2,5,0,0,0,0,0,0,0,0,0,0,3,25,2,2,1,1,21,6,11,4,2,8,0,2,25:40,0,0,0,7,6,0,7,0,308,57,24,34,198,0,3,22,20,110,2,2,5,
San Diego,SD,9012,Oakland,OAK,9011,20,23,281,65,23,38,175,1,3,29,5,24,106,1,5,13,1,1,0,0,0,0,0,0,0,0,9,75,2,2,2,3,19,4,13,2,5,16,0,1,35:04,0,0,0,7,3,2,8,3,343,75,31,49,271,1,1,6,25,72,1,2,6,
Seattle,SEA,9013,St. Louis,STL,9025,17,23,205,53,14,23,103,1,0,0,5,30,102,1,2,5,0,0,0,2,0,0,0,0,0,0,10,83,2,2,1,1,18,3,13,2,8,17,1,1,32:06,0,0,0,10,6,0,7,0,312,67,25,41,253,2,4,36,22,59,0,4,17,
San Francisco,SF,9027,Detroit,DET,9020,17,32,371,67,29,37,284,2,2,17,3,28,87,1,0,0,0,0,0,0,0,0,0,0,0,0,11,65,2,2,1,2,20,6,11,3,1,9,0,2,23:30,0,0,0,3,17,3,9,0,322,59,22,33,201,2,3,24,23,121,0,2,4,
St. Louis,STL,9025,Seattle,SEA,9013,23,17,312,67,25,41,253,2,4,36,6,22,59,0,4,17,1,0,0,3,2,0,1,0,0,0,5,60,2,3,1,1,14,6,7,1,5,12,0,0,27:54,1,0,0,0,3,7,7,0,205,53,14,23,103,1,0,0,30,102,1,2,5,F045
Tampa Bay,TB,9023,Chicago,CHI,9019,21,26,327,67,20,27,153,1,1,3,2,39,174,1,1,2,0,0,0,0,0,0,0,0,0,0,4,47,3,3,0,1,19,5,14,0,2,8,0,0,22:57,0,0,0,0,13,0,13,0,389,55,15,29,285,2,1,10,25,104,1,4,8,
Tennessee,TEN,9007,Houston,HOU,9031,6,34,330,69,16,26,202,2,1,5,3,42,128,1,2,4,0,0,0,1,1,0,0,0,0,1,4,43,0,1,0,0,13,1,12,0,4,16,1,1,23:47,0,0,0,10,7,17,0,0,257,63,27,51,227,1,1,7,11,30,0,2,2,
Washington,WAS,9018,Philadelphia,PHI,9016,38,24,398,77,37,56,353,1,5,27,5,16,45,2,1,6,0,0,0,3,2,0,1,0,1,1,8,70,4,5,1,1,25,4,21,0,5,14,0,0,34:15,1,0,0,7,3,7,7,0,418,74,31,46,351,4,2,14,26,67,0,2,2,F017
Arizona,ARI,9117,2,9,0,0,1,15,0,0,24,0,0,0,0,0,0,4,172,3,0,7,6,5,0
Atlanta,ATL,9124,0,0,0,0,1,29,0,0,29,0,0,0,0,0,0,1,25,1,0,5,5,5,0
Baltimore,BAL,9130,1,-1,0,0,3,73,0,0,72,0,0,0,0,0,0,6,234,2,2,5,5,5,0
Buffalo,BUF,9100,0,0,0,0,2,36,0,0,36,0,0,0,0,0,0,3,143,1,0,4,3,3,0
Carolina,CAR,9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,2,1,4,4,3,0
Chicago,CHI,9119,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,176,2,0,7,6,6,0
Cincinnati,CIN,9105,4,8,0,0,2,34,0,0,42,0,0,0,0,0,0,5,236,1,2,5,3,2,0
Cleveland,CLE,9106,2,17,0,0,4,76,0,0,93,0,0,0,0,0,0,3,135,0,0,4,1,0,0
Dallas,DAL,9114,2,32,0,0,1,15,0,0,47,0,0,0,0,0,0,4,138,3,0,3,1,1,0
Denver,DEN,9109,2,20,0,0,3,68,0,0,88,0,0,0,0,0,0,5,216,3,0,5,3,3,0
Detroit,DET,9120,0,0,0,0,2,69,0,0,69,0,0,0,0,0,0,3,131,2,0,7,7,5,0
Green Bay,GB,9121,1,0,0,0,2,30,0,0,30,0,0,0,0,0,0,6,268,2,0,2,1,0,0
Houston,HOU,9131,4,37,0,0,0,0,0,0,37,0,0,0,0,0,0,6,313,1,0,7,7,6,0
Indianapolis,IND,9101,2,35,0,0,3,58,0,0,93,0,0,0,0,0,0,5,255,1,1,4,4,4,0
Jacksonville,JAC,9129,1,4,0,0,2,65,0,0,69,0,0,1,0,0,0,3,150,2,0,5,4,3,0
Kansas City,KC,9110,2,17,0,0,4,74,0,0,91,0,0,1,0,0,0,5,183,1,1,4,3,0,0
Miami,MIA,9102,1,15,0,0,0,0,0,0,15,0,0,0,0,0,0,3,156,1,0,5,4,2,0
Minnesota,MIN,9122,1,1,0,0,3,53,0,0,54,0,0,0,0,0,0,4,162,2,0,11,5,3,0
New England,NE,9103,2,19,0,0,2,47,0,0,66,0,0,0,0,0,0,4,184,2,0,6,5,5,0
New Orleans,NO,9126,1,1,0,0,1,19,0,0,20,0,0,0,0,0,0,2,99,0,1,7,7,5,0
NY Giants,NYG,9115,2,12,0,0,8,162,0,0,174,0,0,0,0,0,0,6,241,2,0,4,0,0,0
NY Jets,NYJ,9104,1,8,0,0,1,19,0,0,27,0,0,0,0,0,0,5,238,2,1,5,5,3,0
Oakland,OAK,9111,2,9,0,0,6,157,0,0,166,0,0,0,0,0,0,8,400,6,0,5,4,2,0
Philadelphia,PHI,9116,3,-3,0,0,2,65,0,0,62,0,0,0,0,0,0,7,305,3,0,5,4,3,0
Pittsburgh,PIT,9108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,1,0,4,2,1,0
San Diego,SD,9112,1,2,0,0,3,57,0,0,59,0,0,0,0,0,0,5,213,1,0,7,4,1,0
Seattle,SEA,9113,2,20,0,0,4,106,0,0,126,0,0,0,0,0,0,5,201,2,0,4,1,1,0
San Francisco,SF,9127,1,0,0,0,2,57,0,0,57,0,0,0,0,0,0,3,125,1,0,4,4,2,0
St. Louis,STL,9125,2,24,0,0,2,25,0,0,49,0,0,0,0,0,0,6,240,2,0,5,1,1,0
Tampa Bay,TB,9123,2,0,0,0,1,19,0,0,19,1,0,0,0,0,0,4,173,0,1,4,3,3,0
Tennessee,TEN,9107,5,32,0,0,1,21,0,0,53,0,0,0,0,0,0,9,426,7,0,2,2,2,0
Washington,WAS,9118,2,10,0,0,1,19,0,0,29,0,0,0,0,0,0,7,347,1,1,7,6,5,0
