Arizona,ARI,9017,3,126,49,899,182,61,99,633,2,6,30,13,77,266,2,10,27,7,108,3,2,0,0,0,1,0,0,17,112,16,17,2,2,74,22,40,12,16,32,2,2,93:12,3,1173,179,56,88,799,9,1,4,90,374,4,8,10
Atlanta,ATL,9024,3,89,72,1134,182,85,118,847,3,4,13,10,60,287,6,10,35,3,14,0,2,1,0,0,0,1,1,19,192,10,10,6,6,72,18,49,5,24,45,0,0,101:15,0,1235,209,77,116,916,5,4,30,89,319,5,8,26
Baltimore,BAL,9030,3,70,84,1120,199,74,118,873,6,7,36,21,74,247,2,5,11,3,49,1,1,1,0,1,0,0,0,26,240,7,7,7,8,59,17,34,8,13,40,5,6,83:02,2,1064,194,82,126,846,4,2,17,66,218,1,8,13
Buffalo,BUF,9000,3,100,68,1202,215,90,157,980,7,6,26,24,52,222,1,1,1,5,120,1,3,3,0,0,0,0,2,30,293,10,13,4,5,59,22,32,5,16,39,1,1,92:52,1,1119,183,58,78,661,7,8,53,97,458,5,18,36
Carolina,CAR,9028,3,71,48,945,211,80,136,718,2,7,19,16,68,227,3,7,10,4,39,1,2,2,0,0,0,0,0,23,202,8,8,5,8,66,22,38,6,17,41,2,2,93:39,1,1044,202,56,99,648,5,5,37,98,396,2,6,19
Chicago,CHI,9019,3,46,105,993,168,55,77,586,8,4,23,6,87,407,2,4,4,1,2,0,0,1,0,0,0,0,0,26,274,4,4,6,6,50,23,21,6,16,42,2,4,89:12,0,883,179,49,85,487,2,6,42,88,396,2,6,16
Cincinnati,CIN,9005,3,85,56,998,184,83,119,768,6,6,38,12,59,230,0,7,18,3,0,0,4,3,0,0,0,0,0,24,192,10,11,3,4,64,21,34,9,16,38,1,2,92:25,0,1238,191,61,92,855,8,2,11,97,383,3,7,15
Cleveland,CLE,9006,3,58,72,1187,196,56,93,712,6,7,38,12,96,475,3,4,12,1,0,0,5,4,0,0,0,0,0,22,199,7,7,3,3,49,14,31,4,20,43,2,4,84:00,0,950,178,54,96,691,5,10,53,72,259,1,9,23
Dallas,DAL,9014,3,75,75,953,185,67,109,689,3,3,13,13,73,264,4,11,40,2,24,0,0,1,0,0,0,0,0,26,208,9,9,4,4,71,17,44,10,11,29,0,1,103:27,0,1142,187,83,105,826,4,5,30,77,316,4,8,13
Denver,DEN,9009,3,74,49,777,183,65,102,529,1,11,61,15,70,248,3,7,9,6,111,1,3,4,0,1,0,0,0,25,224,8,8,6,6,56,10,40,6,18,46,1,2,97:10,2,872,201,81,127,701,5,8,54,66,171,1,5,12
Detroit,DET,9020,3,56,83,1187,197,80,102,852,5,4,29,10,91,335,5,8,20,3,32,1,4,3,0,0,0,0,2,19,143,5,8,1,1,63,7,43,13,13,35,2,3,81:50,1,915,185,82,128,780,5,6,34,51,135,2,7,14
Green Bay,GB,9021,3,96,68,1052,193,61,106,669,4,11,52,12,76,383,4,9,22,3,59,0,2,1,0,0,0,1,1,28,198,11,11,6,6,68,23,36,9,14,32,1,2,94:56,0,1131,185,67,91,748,10,3,23,91,383,1,9,15
Houston,HOU,9031,3,56,60,998,195,57,106,672,6,4,27,18,85,326,1,11,24,2,17,0,0,0,0,0,0,1,1,22,167,4,6,5,6,75,21,44,10,16,51,2,5,88:41,0,1109,241,77,144,764,4,7,42,90,345,2,10,21
Indianapolis,IND,9001,3,56,80,1119,191,63,97,783,5,4,23,14,90,336,4,17,38,3,95,1,2,0,0,0,0,1,2,27,204,7,8,0,2,60,18,37,5,18,40,2,3,82:17,1,1025,185,65,116,735,5,5,18,64,290,2,3,4
Jacksonville,JAC,9029,3,49,91,1120,206,81,117,848,5,6,44,14,83,272,4,6,23,1,19,0,1,0,0,0,0,0,0,19,232,4,5,5,6,52,12,35,5,14,38,1,3,81:22,0,954,187,57,106,678,5,7,20,74,276,0,8,16
Kansas City,KC,9010,3,79,89,1143,211,76,127,861,10,9,62,16,75,282,0,7,13,2,55,1,1,1,0,0,0,1,2,18,123,9,10,3,4,62,20,34,8,5,30,2,2,90:48,1,970,190,62,98,651,4,14,73,78,319,5,8,21
Miami,MIA,9002,3,51,74,1173,198,60,93,738,6,1,8,8,104,435,1,15,30,2,2,0,0,0,0,0,0,1,1,25,187,5,6,3,4,57,12,40,5,14,40,1,6,80:05,0,1033,188,78,127,815,5,7,67,54,218,0,4,14
Minnesota,MIN,9022,3,60,50,1087,208,75,119,729,4,6,31,14,83,358,2,5,17,2,102,1,3,4,0,0,0,0,0,18,161,6,7,4,5,55,25,26,4,11,32,1,3,84:35,1,882,170,50,74,449,1,6,56,90,433,5,7,16
New England,NE,9003,3,119,70,1106,186,66,101,755,6,13,80,9,72,351,3,6,6,5,56,0,4,0,0,0,0,0,0,22,213,14,14,7,7,88,21,58,9,21,35,0,2,92:32,0,1339,210,96,133,1078,9,6,34,71,261,5,3,8
New Orleans,NO,9026,3,60,84,1191,178,53,84,813,6,4,16,13,90,378,3,8,14,0,0,0,3,3,0,0,0,0,3,25,243,3,7,5,6,66,17,41,8,21,44,2,3,97:36,0,1111,202,85,124,883,2,7,37,71,228,4,5,12
New York Giants,NYG,9015,3,78,72,1231,208,96,140,1007,5,3,28,21,65,224,2,3,6,4,26,0,4,2,0,1,1,0,0,19,146,7,7,9,9,56,17,35,4,20,43,1,2,82:45,1,1040,189,70,108,760,4,3,4,78,280,2,9,24
New York Jets,NYJ,9004,3,68,41,895,191,53,97,575,3,4,24,9,90,320,1,12,27,4,47,0,5,7,0,0,0,0,0,18,173,8,8,4,5,57,16,36,5,18,42,0,1,91:57,0,1000,197,72,116,698,6,2,8,79,302,2,7,13
Oakland,OAK,9011,3,77,86,1244,203,85,128,969,6,5,25,15,70,275,3,6,16,2,-12,0,2,2,0,0,0,0,1,33,223,8,9,5,5,62,11,41,10,18,40,2,3,89:30,0,1163,189,80,121,848,7,3,20,65,315,2,2,3
Philadelphia,PHI,9016,3,58,63,1077,215,83,126,816,5,5,33,19,84,261,0,10,24,5,23,0,4,3,0,0,0,0,0,23,169,7,7,3,4,58,15,34,9,9,37,2,2,72:14,0,856,190,73,117,663,3,2,15,71,193,3,14,55
Pittsburgh,PIT,9008,3,76,52,1028,189,77,107,766,6,9,54,7,73,262,0,9,19,1,20,0,2,1,0,0,0,3,4,19,198,7,9,4,6,61,17,40,4,19,37,2,2,87:25,0,1176,175,72,95,896,4,8,54,72,280,5,7,12
San Diego,SD,9012,3,66,83,975,164,48,80,568,5,1,13,11,83,407,4,8,14,3,27,0,2,2,0,0,0,0,1,20,178,6,8,4,5,68,19,44,5,18,39,0,1,101:50,0,1206,202,82,109,890,6,10,64,83,316,2,8,21
Seattle,SEA,9013,3,74,61,859,165,52,77,558,3,6,51,5,82,301,2,10,21,0,0,0,3,4,0,1,0,1,1,18,179,7,7,8,8,59,23,34,2,16,44,3,4,96:46,1,1038,199,71,101,636,4,12,56,86,402,0,11,17
San Francisco,SF,9027,3,45,93,1147,176,64,91,853,5,6,58,8,79,294,5,3,4,2,26,0,1,0,0,0,0,1,1,21,148,5,5,3,4,62,28,29,5,16,41,3,5,93:29,0,960,198,59,91,516,2,8,51,99,444,3,10,24
St. Louis,STL,9025,3,50,67,975,202,80,98,607,2,13,77,9,91,368,3,13,23,2,15,0,2,1,0,0,0,0,0,20,157,5,5,5,5,42,11,28,3,10,33,0,3,78:29,0,823,150,54,88,609,2,5,35,57,214,2,10,17
Tampa Bay,TB,9023,3,49,80,1045,205,61,93,631,6,7,61,15,105,414,4,9,22,2,26,0,6,3,0,0,0,0,0,33,271,4,5,5,9,48,12,29,7,9,40,2,4,80:45,0,924,178,47,90,636,4,7,42,81,288,1,9,22
Tennessee,TEN,9007,3,89,77,925,166,42,78,584,6,9,58,11,79,341,3,6,11,4,106,1,4,0,0,0,0,0,1,23,195,11,12,2,2,69,20,43,6,15,38,3,3,101:40,1,1127,198,61,97,749,8,12,84,89,378,3,7,19
