Arizona,ARI,9017,1,6,24,429,75,21,30,247,2,3,8,1,42,182,1,4,9,0,0,0,2,1,0,0,0,0,1,9,67,0,1,0,0,14,7,6,1,1,8,0,1,21:52,0,213,51,20,34,145,0,2,8,15,68,1,0,0
Atlanta,ATL,9024,1,12,18,232,64,20,35,119,0,2,13,8,27,113,2,1,1,1,20,0,0,1,0,0,0,0,0,15,135,0,1,2,2,16,4,9,3,4,15,0,1,27:50,0,299,65,21,43,225,0,4,26,18,74,1,3,6
Baltimore,BAL,9030,1,47,3,153,61,11,33,70,0,6,28,12,22,83,0,3,5,2,47,0,0,0,0,0,0,0,1,9,78,5,6,2,2,26,11,13,2,6,14,0,0,35:14,0,369,74,26,38,252,3,2,8,34,117,3,4,13
Buffalo,BUF,9000,1,3,47,369,74,26,38,252,3,2,8,5,34,117,3,4,13,0,0,0,1,1,0,0,0,0,0,10,100,0,0,1,2,10,3,5,2,2,15,0,1,24:46,0,153,61,11,33,70,0,6,28,22,83,0,3,5
Carolina,CAR,9028,1,16,8,232,57,19,29,138,0,6,32,0,22,94,1,2,2,0,0,0,1,1,0,0,0,0,1,9,80,1,2,1,1,20,9,9,2,4,12,0,0,30:36,0,293,61,17,26,146,0,3,15,32,147,2,2,2
Chicago,CHI,9019,1,23,24,370,59,24,37,301,3,4,40,1,18,69,0,1,1,1,27,1,2,1,0,0,0,0,0,5,35,2,2,3,3,18,7,8,3,7,17,0,2,33:22,1,294,66,23,35,155,0,4,16,27,139,1,1,3
Cincinnati,CIN,9005,1,34,23,380,77,39,53,305,2,2,14,6,22,75,0,2,4,1,2,0,1,1,83,1,0,0,0,8,94,4,4,2,2,19,5,11,3,4,8,0,0,27:12,1,330,50,21,28,229,2,2,14,20,101,1,2,3
Cleveland,CLE,9006,1,21,21,472,80,23,41,313,1,4,22,11,35,159,2,2,3,3,26,0,3,3,42,0,0,0,0,11,87,3,3,0,1,22,10,6,6,5,18,0,1,34:48,0,327,85,15,40,150,1,7,47,38,177,2,6,14
Dallas,DAL,9014,1,8,16,293,61,17,26,146,0,3,15,4,32,147,2,2,2,0,0,0,2,1,5,0,0,1,1,10,85,1,1,0,1,17,4,10,3,2,11,0,1,29:24,0,232,57,19,29,138,0,6,32,22,94,1,2,2
Denver,DEN,9009,1,27,24,306,55,19,33,242,3,6,56,6,16,64,0,3,5,2,0,0,2,1,0,0,0,0,0,7,60,3,3,2,2,25,8,15,2,4,12,0,0,35:08,0,470,72,25,39,324,3,1,5,32,146,0,1,1
Detroit,DET,9020,1,17,48,349,59,16,21,180,2,2,18,1,36,169,2,1,9,1,37,1,0,1,0,0,0,0,0,3,15,2,2,1,3,20,2,15,3,3,13,0,2,26:53,1,339,67,29,52,300,1,0,0,15,39,0,2,12
Green Bay,GB,9021,1,24,23,294,66,23,35,155,0,4,16,1,27,139,1,1,3,0,0,0,1,1,0,0,0,0,0,8,72,3,3,1,1,16,2,14,0,5,13,0,1,26:38,0,370,59,24,37,301,3,4,40,18,69,0,1,1
Houston,HOU,9031,1,20,27,389,72,26,39,267,3,2,10,6,31,122,0,0,0,1,0,0,2,2,1,0,0,0,0,6,44,2,2,2,2,21,10,8,3,2,11,0,1,28:50,0,325,71,17,34,158,1,3,18,34,167,1,4,14
Indianapolis,IND,9001,1,23,34,330,50,21,28,229,2,2,14,2,20,101,1,2,3,1,32,0,2,1,0,0,0,0,0,7,91,2,2,3,4,24,4,17,3,11,17,0,0,32:48,0,380,77,39,53,305,2,2,14,22,75,0,2,4
Jacksonville,JAC,9029,1,20,15,324,62,23,37,210,0,2,14,6,23,114,1,5,10,1,32,1,0,1,0,0,0,0,0,11,119,2,2,2,2,17,4,13,0,4,13,0,0,29:31,1,305,62,18,33,168,1,1,8,28,137,0,1,1
Kansas City,KC,9010,1,38,28,541,74,34,51,418,3,1,6,4,22,123,0,1,2,1,0,0,0,1,0,0,0,0,0,6,50,5,5,1,1,19,7,10,2,4,10,0,0,25:34,0,362,55,15,27,256,4,1,0,27,106,0,4,10
LA Chargers,LAC,9012,1,28,38,362,55,15,27,256,4,1,0,5,27,106,0,4,10,0,0,0,0,0,0,0,0,2,3,7,45,2,3,2,3,33,7,23,3,3,11,1,1,34:26,0,541,74,34,51,418,3,1,6,22,123,0,1,2
LA Rams,LAR,9025,1,33,13,395,64,29,40,300,0,1,3,4,23,95,1,2,10,3,57,1,0,0,0,0,0,0,0,8,70,3,3,4,5,23,8,13,2,4,11,0,0,28:29,1,365,60,18,33,225,2,1,8,26,140,0,1,1
Miami,MIA,9002,1,27,20,336,67,20,38,220,0,0,0,6,29,116,1,2,7,3,81,0,0,0,0,0,0,0,0,7,51,3,3,2,2,18,7,9,2,2,10,0,1,30:25,0,342,58,20,28,222,2,1,8,29,120,0,5,11
Minnesota,MIN,9022,1,24,16,327,61,15,33,237,1,3,24,9,25,90,0,4,8,3,45,1,2,1,0,0,0,0,0,7,52,3,3,1,1,19,3,15,1,7,17,0,1,31:09,1,343,71,20,36,227,2,3,17,32,116,0,3,5
New England,NE,9003,1,27,20,325,71,17,34,158,1,3,18,6,34,167,1,4,14,1,0,0,0,1,0,0,0,0,0,6,36,3,3,2,2,23,5,16,2,4,14,1,1,31:10,0,389,72,26,39,267,3,2,10,31,122,0,0,0
New Orleans,NO,9026,1,40,48,529,62,21,28,417,4,0,0,3,34,112,1,4,9,0,0,0,1,0,0,0,0,2,2,8,77,5,5,1,1,26,5,19,2,4,9,1,1,27:51,0,475,59,37,45,432,3,1,7,13,43,2,1,1
New York Giants,NYG,9015,1,15,20,305,62,18,33,168,1,1,8,8,28,137,0,1,1,1,0,0,0,0,0,0,0,0,1,6,43,0,1,3,3,15,3,8,4,4,13,0,2,30:29,0,324,62,23,37,210,0,2,14,23,114,1,5,10
New York Jets,NYJ,9004,1,48,17,339,67,29,52,300,1,0,0,12,15,39,0,2,12,5,102,1,0,0,0,0,0,0,0,7,49,6,6,2,2,18,7,10,1,6,14,2,3,33:07,1,349,59,16,21,180,2,2,18,36,169,2,1,9
Oakland,OAK,9011,1,13,33,365,60,18,33,225,2,1,8,5,26,140,0,1,1,0,0,0,1,0,0,0,0,0,0,11,155,1,1,2,2,20,7,11,2,5,11,0,0,31:31,0,395,64,29,40,300,0,1,3,23,95,1,2,10
Philadelphia,PHI,9016,1,18,12,299,65,21,43,225,0,4,26,10,18,74,1,3,6,1,0,0,1,0,0,0,0,1,1,11,101,2,2,1,1,18,7,6,5,8,16,0,0,32:10,0,232,64,20,35,119,0,2,13,27,113,2,1,1
Pittsburgh,PIT,9008,1,21,21,327,85,15,40,150,1,7,47,10,38,177,2,6,14,1,0,0,1,0,0,0,0,0,0,12,116,3,3,0,1,25,7,17,1,7,15,0,0,35:12,0,472,80,23,41,313,1,4,22,35,159,2,2,3
Seattle,SEA,9013,1,24,27,470,72,25,39,324,3,1,5,7,32,146,0,1,1,3,64,0,0,0,0,0,0,0,0,7,45,3,3,1,2,13,1,10,2,2,12,0,0,24:52,0,306,55,19,33,242,3,6,56,16,64,0,3,5
San Francisco,SF,9027,1,16,24,343,71,20,36,227,2,3,17,6,32,116,0,3,5,0,0,0,1,1,0,0,0,0,0,3,21,1,1,3,3,20,6,10,4,5,13,0,0,28:51,0,327,61,15,33,237,1,3,24,25,90,0,4,8
Tampa Bay,TB,9023,1,48,40,475,59,37,45,432,3,1,7,2,13,43,2,1,1,0,0,0,2,2,37,1,0,0,0,7,70,6,6,2,3,26,5,17,4,8,13,0,0,32:09,1,529,62,21,28,417,4,0,0,34,112,1,4,9
Tennessee,TEN,9007,1,20,27,342,58,20,28,222,2,1,8,4,29,120,0,5,11,2,34,0,0,0,0,0,0,0,0,5,48,2,2,2,2,19,4,13,2,6,14,0,2,29:35,0,336,67,20,38,220,0,0,0,29,116,1,2,7
Washington,WAS,9018,1,24,6,213,51,20,34,145,0,2,8,5,15,68,1,0,0,1,-3,0,1,1,0,0,0,0,0,9,63,3,3,1,1,30,10,13,7,6,13,1,1,38:08,0,429,75,21,30,247,2,3,8,42,182,1,4,9
