Arizona,ARI,9017,2,6,58,861,142,45,62,589,3,5,20,4,75,272,4,10,24,1,0,0,2,1,0,0,0,0,1,18,114,0,1,0,0,19,8,10,1,4,20,1,2,47:44,0,350,94,37,61,228,0,3,15,30,122,1,1,2
Atlanta,ATL,9024,2,43,42,671,129,52,80,437,3,4,30,14,45,234,2,1,1,2,48,0,0,1,0,0,0,0,0,17,161,4,5,3,3,39,14,21,4,10,26,0,1,57:32,0,741,125,44,71,497,2,4,26,50,244,3,8,26
Baltimore,BAL,9030,2,70,37,526,131,35,75,335,4,6,28,19,50,191,0,8,17,2,47,0,0,0,0,0,0,0,2,16,129,7,9,3,3,54,16,33,5,13,30,2,4,63:24,0,794,155,58,93,611,5,6,25,56,183,4,5,20
Buffalo,BUF,9000,2,23,78,718,129,49,65,492,6,4,24,6,60,226,4,7,21,0,0,0,2,1,0,0,0,0,0,16,131,2,2,3,4,27,8,15,4,7,29,0,1,51:44,0,446,121,29,66,279,1,11,64,44,167,1,5,12
Carolina,CAR,9028,2,40,39,674,117,42,57,410,2,6,32,1,54,264,3,7,22,1,0,0,3,1,0,0,0,0,1,16,129,4,5,2,2,47,15,29,3,9,23,1,1,60:54,0,732,126,49,71,464,3,5,32,50,268,2,2,2
Chicago,CHI,9019,2,47,41,646,123,46,73,503,5,10,64,6,40,143,0,3,3,2,76,2,5,2,0,0,0,0,0,12,90,5,5,4,4,38,14,19,5,12,29,1,3,67:46,2,565,129,48,69,340,2,6,31,54,225,1,4,13
Cincinnati,CIN,9005,2,68,46,805,158,71,108,664,4,6,31,17,44,141,1,3,11,3,24,0,2,2,83,1,0,0,0,17,186,8,8,4,4,43,11,25,7,9,21,0,0,59:02,1,703,120,45,70,494,6,2,14,48,209,1,7,15
Cleveland,CLE,9006,2,39,42,747,141,51,76,526,3,7,52,13,58,221,2,4,5,3,26,0,5,5,42,0,0,0,0,15,130,3,5,2,5,38,14,16,8,9,30,1,3,62:07,0,654,145,37,70,384,2,10,59,65,270,3,8,23
Dallas,DAL,9014,2,28,29,548,128,50,70,366,1,9,74,6,49,182,2,5,8,0,0,0,3,2,5,0,0,1,1,16,132,3,3,2,3,33,13,16,4,5,21,1,2,57:12,0,530,107,35,54,298,1,6,32,47,232,2,2,2
Denver,DEN,9009,2,47,43,679,115,48,65,523,4,7,63,7,43,156,1,4,6,2,0,0,2,1,0,0,0,0,0,13,95,5,5,4,4,45,18,24,3,12,28,1,1,62:12,0,855,136,44,74,541,3,2,10,60,314,2,4,4
