Arizona,ARI,9017,16,225,425,5741,1065,342,506,3262,21,49,333,52,510,2479,25,57,130,7,55,0,13,9,112,2,0,2,3,101,786,25,27,12,17,239,76,137,26,58,199,6,16,424:48,2,3865,902,283,495,2523,15,52,361,355,1342,9,32,72
Atlanta,ATL,9024,16,414,423,6152,1031,398,585,4153,33,37,255,72,409,1999,16,24,49,15,151,1,8,4,74,1,0,2,6,101,944,43,49,25,26,352,84,238,30,92,203,10,19,473:30,2,6226,1010,428,617,4653,36,42,296,351,1573,11,53,138
Baltimore,BAL,9030,16,389,287,4687,974,337,577,3360,21,43,291,88,354,1327,11,39,98,12,99,0,8,5,117,3,0,1,4,116,940,37,41,35,39,367,153,184,30,104,231,13,22,526:28,3,5999,1135,334,556,3558,18,32,150,547,2441,19,31,101
Buffalo,BUF,9000,16,269,374,4706,968,313,492,2867,22,36,217,74,440,1839,17,61,146,16,133,0,18,11,9,0,1,1,3,116,992,26,29,22,28,283,108,137,38,68,215,7,18,487:45,0,4778,1008,271,499,2794,13,41,288,468,1984,15,45,106
Carolina,CAR,9028,16,376,382,5651,948,353,529,3847,32,35,215,71,384,1804,13,54,138,13,86,0,13,10,0,1,0,2,5,92,818,39,46,19,21,356,117,212,27,77,185,9,19,491:37,1,5972,1011,378,563,3836,28,32,235,416,2136,17,24,55
Chicago,CHI,9019,16,421,283,4795,1004,377,615,3515,22,50,339,96,339,1280,5,31,67,27,330,5,17,9,80,1,1,4,5,97,796,46,50,23,30,331,108,177,46,82,200,9,15,517:59,6,5502,1013,344,512,3564,28,33,183,468,1938,16,46,107
Cincinnati,CIN,9005,16,368,455,6618,1084,389,584,4414,32,34,173,76,466,2204,17,32,87,12,222,3,9,6,102,2,0,1,4,114,957,40,45,19,23,304,92,182,30,69,187,9,17,439:07,5,4972,938,331,542,3290,27,37,279,359,1682,13,42,104
Cleveland,CLE,9006,16,359,392,6288,1122,393,626,4125,21,37,245,77,459,2163,20,52,129,17,100,0,16,14,84,0,1,4,10,112,894,32,44,19,25,314,93,189,32,73,208,9,21,471:42,0,5900,1023,353,574,4007,29,38,254,411,1893,15,43,130
Dallas,DAL,9014,16,339,324,5268,981,367,542,3755,22,39,229,66,400,1513,12,46,111,9,141,0,14,11,95,1,0,2,2,104,885,34,35,29,36,322,113,184,25,90,216,12,21,504:27,1,5501,1022,356,527,3538,22,56,347,439,1963,13,42,78
Denver,DEN,9009,16,329,349,5842,1022,353,549,3929,26,44,311,82,429,1913,11,34,80,17,158,2,13,11,14,0,0,0,4,125,985,35,39,20,25,320,107,181,32,69,207,15,25,463:29,2,5602,1015,367,588,3695,19,34,235,393,1907,18,34,75
Detroit,DET,9020,16,324,360,5360,942,323,496,3599,29,43,298,48,403,1761,11,27,58,7,148,2,9,7,20,0,0,0,5,94,897,30,35,28,32,325,91,201,33,75,208,11,18,502:20,2,5236,1019,375,574,3576,22,41,268,404,1660,11,40,84
Green Bay,GB,9021,16,376,400,5670,1017,336,527,3752,30,44,322,59,446,1918,15,29,55,7,100,1,9,8,0,0,0,3,4,108,937,37,40,30,37,332,98,208,26,75,204,10,20,480:46,1,5905,1026,392,640,4238,25,53,391,333,1667,14,31,68
Houston,HOU,9031,16,402,316,5490,1022,385,594,4167,28,43,310,90,385,1323,8,43,85,15,252,3,19,14,11,1,0,0,1,105,787,39,42,37,42,333,94,202,37,77,208,8,12,492:22,4,5802,1040,345,506,3781,26,62,384,472,2021,12,51,115
Indianapolis,IND,9001,16,433,344,5431,995,384,542,3805,21,38,228,61,415,1626,12,56,118,15,220,0,15,11,38,0,0,4,5,120,953,48,52,23,27,371,96,237,38,104,214,7,15,481:07,0,6179,1070,432,644,4461,39,18,134,408,1718,13,32,71
Jacksonville,JAC,9029,16,245,316,4983,970,312,499,3113,17,37,241,52,434,1870,16,43,92,11,117,2,6,6,12,0,2,0,2,121,1112,22,25,23,26,277,92,164,21,93,230,8,17,483:36,2,4832,1005,329,536,3109,15,53,322,416,1723,7,35,75
