"Abbrederis, Jared",14056,DET,DET,9020,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdullah, Ameer",14773,DET,DET,9020,RB,10,0,0,0,0,0,0,0,0,144,491,3,0,22,17,104,1,0,0,0,0,0,0,0,0,0,0,0,1
"Adams, Davante",14060,GB,GB,9021,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,82,50,620,6,0,0,0,0,0,0,0,0,0,0,0,0
"Adams, Jerell",15501,NYG,NYG,9015,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",14774,PHI,PHI,9016,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,47,30,426,5,0,0,0,0,0,0,0,0,0,0,0,0
"Agnew, Jamal",16037,DET,DET,9020,CB,3,0,0,0,0,0,0,0,0,2,9,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aiken, Kamar",12226,IND,IND,9001,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,36,14,131,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajayi, Jay",14775,PHI,PHI,9016,RB,9,0,0,0,0,0,0,0,0,153,633,1,0,21,15,77,0,0,0,0,0,0,0,0,0,0,0,0,1
"Allen, Dwayne",12338,NE,NE,9003,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,35,1,0,0,0,0,0,0,0,0,0,0,0,0
"Allen, Javorius",15480,BAL,BAL,9030,RB,10,0,0,0,0,0,0,0,0,109,385,1,0,51,40,198,2,0,0,0,0,0,0,0,0,0,0,0,0
"Allen, Keenan",13076,LAC,LAC,9012,WR,10,0,0,0,0,0,0,0,0,2,9,0,0,93,56,755,3,0,0,0,0,0,0,0,0,0,0,0,0
"Allison, Geronimo",15853,GB,GB,9021,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,20,11,167,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amendola, Danny",11321,NE,NE,9003,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,55,43,440,2,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson, C.J.",13080,DEN,DEN,9009,RB,10,0,0,0,0,0,0,0,0,139,573,2,0,20,15,111,1,0,0,0,0,0,0,0,0,0,0,0,1
"Anderson, Derek",2534,CAR,CAR,9028,QB,2,2,7,17,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson, Robby",15717,NYJ,NYJ,9004,WR,10,0,0,0,0,0,0,0,0,1,1,0,0,64,35,568,5,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson, Stephen",15718,HOU,HOU,9031,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,28,17,243,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artis-Payne, Cameron",14790,CAR,CAR,9028,RB,3,0,0,0,0,0,0,0,0,12,79,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin, Tavon",13088,LAR,LAR,9025,WR,9,0,0,0,0,0,0,0,0,36,171,1,0,13,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
"Bailey, Dan",12149,DAL,DAL,9014,PK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,7,7,0,1,2,3,1,0
"Baldwin, Doug",12173,SEA,SEA,9013,WR,10,0,0,0,0,0,0,0,0,1,-3,0,0,85,56,673,4,1,0,0,0,0,0,0,0,0,0,0,0
"Barber, Peyton",15837,TB,TB,9023,RB,5,0,0,0,0,0,0,0,0,25,81,0,0,5,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barner, Kenjon",13098,PHI,PHI,9016,RB,5,0,0,0,0,0,0,0,0,13,38,1,0,5,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barth, Connor",3203,CHI,CHI,9019,PK,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,11,16,1,5,0,5,1,0
"Beasley, Cole",12699,DAL,DAL,9014,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,44,26,195,4,0,0,0,0,0,0,0,0,0,0,0,0
"Beathard, C.J.",15987,SF,SF,9027,QB,5,101,186,1229,5,4,0,16,118,20,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Beckham Jr., Odell",14092,NYG,NYG,9015,WR,4,0,0,0,0,0,0,0,0,1,8,0,0,41,25,302,3,0,0,0,0,0,0,0,0,0,0,0,0
"Bell, Blake",14798,MIN,MIN,9022,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bell, Le'Veon",13109,PIT,PIT,9008,RB,10,0,0,0,0,0,0,0,0,232,886,5,0,62,49,308,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bellamy, Joshua",12621,CHI,CHI,9019,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,24,12,171,1,0,0,0,0,0,0,0,0,0,0,0,0
"Benjamin, Kelvin",14094,BUF,BUF,9000,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,58,36,537,2,0,0,0,0,0,0,0,0,0,0,0,0
"Benjamin, Travis",12374,LAC,LAC,9012,WR,10,0,0,0,0,0,0,0,0,7,61,0,0,38,20,325,3,0,0,0,0,0,0,0,0,0,0,0,0
"Benn, Arrelious",11449,JAC,JAC,9029,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bennett, Martellus",2892,NE,NE,9003,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,44,30,286,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berhe, Nat",14096,NYG,NYG,9015,S,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bernard, Giovani",13110,CIN,CIN,9005,RB,10,0,0,0,0,0,0,0,0,31,109,0,0,27,18,204,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bersin, Brenton",13639,CAR,CAR,9028,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blount, LeGarrette",11746,PHI,PHI,9016,RB,10,0,0,0,0,0,0,0,0,122,561,2,1,4,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0
"Blue, Alfred",14103,HOU,HOU,9031,RB,3,0,0,0,0,0,0,0,0,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bohanon, Tommy",13116,JAC,JAC,9029,RB,8,0,0,0,0,0,0,0,0,3,3,0,0,11,6,43,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bolden, Brandon",12754,NE,NE,9003,RB,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booker, Devontae",15513,DEN,DEN,9009,RB,7,0,0,0,0,0,0,0,0,40,151,1,0,23,18,182,0,0,0,0,0,0,0,0,0,0,0,0,0
