Arizona,ARI,9017,1,23,35,367,69,29,41,285,4,1,7,6,27,82,0,4,9,1,82,1,0,0,0,0,0,0,1,6,55,2,3,1,2,24,4,15,5,6,15,1,1,26:40,1,308,67,27,48,263,1,1,5,18,45,1,1,2
Atlanta,ATL,9024,1,23,17,301,63,26,40,176,1,4,37,4,19,125,1,1,3,0,0,0,0,0,0,0,0,0,0,8,73,2,2,3,3,18,4,12,2,5,11,0,0,30:34,0,372,55,21,30,308,1,2,13,23,64,1,2,2
Baltimore,BAL,9030,1,20,0,221,58,16,31,144,0,5,26,8,22,77,0,2,9,4,69,0,1,1,0,0,0,0,0,11,85,2,2,2,2,17,8,5,4,6,14,0,0,34:00,0,268,60,9,17,111,1,1,10,42,157,1,5,9
Buffalo,BUF,9000,1,21,12,214,55,26,39,176,0,1,11,6,15,38,1,0,0,2,12,0,0,0,0,0,0,0,0,6,50,3,3,0,1,23,10,11,2,8,17,0,0,33:04,0,408,72,16,28,218,2,2,6,42,190,1,5,12
Carolina,CAR,9028,1,23,3,217,54,24,35,166,0,4,27,3,15,51,0,1,5,1,23,0,1,1,0,0,0,0,0,5,40,2,2,3,3,20,9,8,3,7,13,0,0,34:21,0,287,63,14,25,171,2,0,0,38,116,0,2,8
Chicago,CHI,9019,1,17,23,372,55,21,30,308,1,2,13,4,23,64,1,2,2,0,0,0,0,0,0,0,0,0,0,4,40,2,2,1,1,20,6,11,3,5,13,1,2,29:26,0,301,63,26,40,176,1,4,37,19,125,1,1,3
Cincinnati,CIN,9005,1,0,20,268,60,9,17,111,1,1,10,4,42,157,1,5,9,1,0,0,0,0,0,0,0,0,0,9,66,0,0,0,0,14,3,8,3,4,13,0,1,26:00,0,221,58,16,31,144,0,5,26,22,77,0,2,9
Cleveland,CLE,9006,1,18,21,290,54,24,36,255,2,1,8,6,17,35,0,0,0,1,30,0,1,0,0,0,0,1,1,4,61,2,2,1,1,20,3,12,5,3,12,2,2,31:10,0,237,62,20,30,180,1,7,42,25,57,1,2,10
Dallas,DAL,9014,1,19,3,233,53,29,38,198,0,3,22,1,12,35,0,1,2,1,0,0,1,0,0,0,0,0,0,5,50,1,1,4,4,22,9,12,1,8,15,0,0,34:14,0,392,71,24,39,263,1,1,5,31,129,0,3,13
Denver,DEN,9009,1,24,21,249,56,22,33,185,3,1,7,3,22,64,0,2,4,1,0,0,0,0,0,0,0,0,0,3,62,3,3,1,2,22,7,14,1,8,15,0,0,34:13,0,321,68,17,28,181,2,4,38,36,140,1,1,2
