"Adams, Darvin","12231            ","CAR","9028","WR","2","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","0","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Adams, Kyle","12115              ","CHI","9019","TE","8","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","0","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Addai, Joseph","2613             ","IND","9001","RB","14","11","0  ","0  ","0   ","0 ","0 ","0","0","0","118     ","433 ","1 ","0","22","15   ","93  ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Aiken, Kamar","12226             ","BUF","9000","WR","2","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","0","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Ajirotutu, Seyi","11776          ","CAR","9028","WR","14","0","0   ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","2","1     ","4   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Akers, David","1594              ","SF ","9027","PK","16","0","1   ","1  ","14  ","0 ","1 ","0","0","0","0       ","0   ","0 ","0","0","0     ","0   ","0 ","0","34","34","0","44     ","52 ","3","18","13","6","7","0"
"Alexander, Danario","11769       ","STL","9025","WR","10","4","0   ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","60","26   ","431 ","2 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Allen, Anthony","12079           ","BAL","9030","RB","5","0","0    ","0  ","0   ","0 ","0 ","0","0","0","3       ","8   ","0 ","0","0","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Allen, Armando","12256           ","CHI","9019","RB","2","0","0    ","0  ","0   ","0 ","0 ","0","0","0","15      ","48  ","0 ","0","1","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Amendola, Danny","11321          ","STL","9025","WR","1","1","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","6","5     ","45  ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Anderson, David K.","2680        ","WAS","9018","WR","6","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","17","7    ","79  ","1 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Anderson, Derek","2534           ","CAR","9028","QB","16","0","0   ","0  ","0   ","0 ","0 ","0","0","0","2       ","-2  ","0 ","0","0","0     ","0   ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Arceneaux, Emmanuel","12246      ","MIN","9022","WR","3","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","2","1     ","10  ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Armstrong, Anthony","2985        ","WAS","9018","WR","14","2","0   ","0  ","0   ","0 ","0 ","0","0","0","2       ","19  ","0 ","0","27","7    ","103 ","2 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Aromashodu, Devin","2675         ","MIN","9022","WR","16","6","0   ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","84","26   ","468 ","1 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Arrington, Adrian","2888         ","NO ","9026","WR","4","0","0    ","0  ","0   ","0 ","0 ","0","0","0","0       ","0   ","0 ","0","2","2     ","31  ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
"Ausberry, David","12095          ","OAK","9011","TE","12","0","0   ","0  ","0   ","0 ","0 ","0","0","0","1       ","-2  ","0 ","0","2","2     ","14  ","0 ","0","0","0","0","0        ","0  ","0","0","0","0","0","0"
